"","Location","Food","Status"
"2271","","",1
"2272","Private Home/Residence","Tamale/ Unspecified/ Chicken/ Baked",1
"2273","","",1
"2274","Restaurant","Pizza/ Unspecified/ Bread/ Unspecified/ Garlic/ Unspecified",1
"2275","","",1
"2276","","",1
"2277","","",1
"2278","","Pork/ Unspecified",1
"2279","Restaurant/ Private Home/Residence","",1
"2280","","Beef/ Stew",0
"2281","Restaurant","Chicken/ Smoked/ Beans/ Unspecified",1
"2282","","Tomato/ Unspecified/ Leaf Lettuce/ Unspecified",1
"2283","Restaurant/ Prison/Jail","Ethnic Style/ Unspecified/ Chicken/ Unspecified",1
"2284","Grocery Store","Liquor",1
"2285","","Sandwich/ Turkey",1
"2286","Restaurant","Tuna/ Unspecified",1
"2287","Restaurant","Fried Rice/ Unspecified/ Chicken/ Unspecified",1
"2288","Restaurant","Pizza/ Unspecified",1
"2289","","Ground Beef/ Unspecified",0
"2290","","Chicken/ Unspecified/ Potato/ Mashed",1
"2291","Restaurant","Rice/ Unspecified/ Beans/ Unspecified",1
"2292","Restaurant","Chile Relleno/ Unspecified",1
"2293","Restaurant","",1
"2294","Private Home/Residence","",1
"2295","Restaurant","",1
"2296","Restaurant","",1
"2297","Restaurant","",1
"2298","Restaurant","",1
"2299","Catering Service","",0
"2300","Catering Service","",0
"2301","Restaurant","Sushi/ Unspecified",1
"2302","Catering Service","",1
"2303","Private Home/Residence","Eggs/ Unspecified",1
"2304","Catering Service","",0
"2305","Restaurant","Lettuce/ Unspecified",0
"2306","","Chicken Salad",0
"2307","Restaurant","",0
"2308","Restaurant","",0
"2309","Restaurant","",0
"2310","Grocery Store","",1
"2311","Restaurant","Coleslaw",0
"2312","Private Home/Residence","Spaghetti/ Unspecified",0
"2313","Catering Service","Potato Salad/ Turkey/ Unspecified",0
"2314","Restaurant","",0
"2315","","Sandwich/ Beef",1
"2316","Restaurant","Salad/ Unspecified",1
"2317","Restaurant","Chicken/ Tandori",1
"2318","Restaurant","Sushi/ Unspecified",1
"2319","Restaurant","Fish/ Dolphin",0
"2320","Restaurant","Shrimp/ Fried/ House Salad",1
"2321","Restaurant","Chicken/ Unspecified",0
"2322","Grocery Store","Chocolate/ Unspecified",0
"2323","Restaurant","",1
"2324","Restaurant","Salad/ Unspecified",1
"2325","Restaurant","Caesar Salad",0
"2326","Restaurant","Pizza/ Unspecified",1
"2327","Restaurant","Ground Beef/ Cheeseburger",1
"2328","Catering Service","",1
"2329","Restaurant","Sausage/ Italian",1
"2330","Restaurant","Pizza/ Meat And Vegetable",0
"2331","Restaurant","Deli Meat/ Multiple/ Pre-Packaged Salad",1
"2332","Restaurant","Blue Cheese Dressing",1
"2333","Private Home/Residence","",0
"2334","Grocery Store","Cake/ Unspecified",0
"2335","Restaurant","Soda/ Unspecified/ Egg Salad/Egg Salad Sandwich",1
"2336","Restaurant","Soda/ Unspecified",0
"2337","","Sausage/ Mixed Meats",1
"2338","Restaurant","Soda/ Unspecified",1
"2339","Catering Service","",1
"2340","","",1
"2341","Private Home/Residence","Ham/ Unspecified",1
"2342","Restaurant","",1
"2343","","",1
"2344","Restaurant","Turkey/ Unspecified",1
"2345","School/College/University","Sandwich/ Hoagie/ Stew/Chili/ Unspecified/ Bread/ Unspecified",0
"2346","Restaurant","Sauces/ Unspecified/ Fried Rice/ Unspecified/ Chicken/ Buffalo Wings",1
"2347","Restaurant","",1
"2348","Restaurant","Pizza/ Meat",1
"2349","Restaurant","Lasagna/ Unspecified",0
"2350","Restaurant","",1
"2351","Restaurant","",1
"2352","Restaurant","Crab Cakes",1
"2353","Restaurant","Coleslaw",1
"2354","Restaurant","",1
"2355","Restaurant","",1
"2356","Restaurant","",1
"2357","Restaurant","Chicken/ Unspecified/ Carrots/ Unspecified/ Potato/ Mashed",1
"2358","Restaurant","",1
"2359","Restaurant","",1
"2360","Restaurant","Beef/Steak Dish/ Other/ Shrimp/ Unspecified",1
"2361","Restaurant","",0
"2362","Restaurant","Sandwich/ Beef",1
"2363","Restaurant","",1
"2364","Restaurant","",0
"2365","Restaurant","Sandwich/ Submarine",1
"2366","Restaurant","",1
"2367","Restaurant","Potato Skins/ Pasta Salad",1
"2368","Catering Service","",0
"2369","Catering Service","Egg Rolls",1
"2370","Catering Service","Pork/ Bacon",1
"2371","Restaurant","Enchilada/ Unspecified/ Taco/ Unspecified/ Rice/ Unspecified",1
"2372","","",0
"2373","Restaurant/ Nursing Home/Assisted Living Facility","Romaine Lettuce/ Unspecified/ Caesar Salad",1
"2374","Restaurant","",0
"2375","School/College/University","Mixed Fruit",1
"2376","Restaurant","",0
"2377","Restaurant","Fish Blue Marlin",1
"2378","Private Home/Residence","Hot Dog/ Unspecified",1
"2379","Restaurant","Multiple Foods",1
"2380","Restaurant","Antipasta Salad",1
"2381","Restaurant","Tuna Burger",1
"2382","Restaurant","Beef/ Bbq",1
"2383","Restaurant","House Salad",1
"2384","Restaurant/ Private Home/Residence","",1
"2385","Restaurant","Salad/ Unspecified",1
"2386","","Apple Cider/ Unpasteurized",1
"2387","Catering Service","",1
"2388","Religious Facility","",1
"2389","","",1
"2390","Catering Service","Turkey/ Unspecified",1
"2391","Restaurant","Ham/ Unspecified",0
"2392","Restaurant","",1
"2393","Restaurant","Rice/ Unspecified",0
"2394","Restaurant","",1
"2395","Restaurant","Chicken/ Unspecified",1
"2396","Restaurant","",1
"2397","","Chicken/ Fried",1
"2398","Restaurant","Sandwich/ Unspecified",1
"2399","","Lettuce-Based Salads Unspecified",1
"2400","Restaurant","Chicken/ Unspecified",1
"2401","Restaurant","Fish/ Haddock",1
"2402","School/College/University","",1
"2403","School/College/University","",1
"2404","Restaurant","",1
"2405","Restaurant","Pizza/ Unspecified",1
"2406","Restaurant","Potato Salad",0
"2407","Restaurant","",1
"2408","Restaurant","Fish/ Mahi Mahi",0
"2409","Restaurant/ Private Home/Residence","Chicken/ Unspecified",1
"2410","Restaurant","",0
"2411","Restaurant","Turkey/ Unspecified/ Ice",0
"2412","Restaurant","Fettucine Alfredo/ Chicken/ Other",0
"2413","Religious Facility","Tuna Salad/ Bagels",0
"2414","Restaurant","",1
"2415","Private Home/Residence","Turkey/ Unspecified",1
"2416","Restaurant","",0
"2417","Private Home/Residence","Potato Salad",1
"2418","Restaurant","Lettuce/ Unspecified/ Tomato/ Unspecified",0
"2419","Restaurant","",0
"2420","Nursing Home/Assisted Living Facility","",1
"2421","Restaurant","Ground Beef/ Hamburger",1
"2422","Restaurant","Mayonnaise/ Unspecified/ Lettuce/ Unspecified",1
"2423","Private Home/Residence","Gravy/ Unspecified",1
"2424","Restaurant","Seafood/ Unspecified",1
"2425","Restaurant","Pork Fried Rice",1
"2426","Restaurant","",1
"2427","Grocery Store","Sandwich/ Cuban",1
"2428","Restaurant/ School/College/University","Pizza/ Unspecified",1
"2429","Restaurant","Bread/ Unspecified",1
"2430","Restaurant","",0
"2431","Restaurant","Ground Beef/ Hamburger",1
"2432","Restaurant","Deli Meat/ Sliced Chicken",1
"2433","Restaurant","Chicken/ Roasted",1
"2434","","Multiple Foods",1
"2435","Restaurant","Sandwich/ Chicken",0
"2436","Grocery Store","Water",1
"2437","Restaurant","Shrimp Scampi",1
"2438","Grocery Store","Fruit Punch/ Unspecified",1
"2439","Restaurant","Chicken/ Buffalo Wings/ Blue Cheese Dressing",1
"2440","Restaurant","Shrimp/ Fried",1
"2441","Restaurant","Fish/ Amberjack/ Fish/ Mackeral",1
"2442","Restaurant","",1
"2443","Restaurant","Tuna Steak",0
"2444","Restaurant","Seafood-Based Salad Unspecified",1
"2445","Restaurant/ Grocery Store","",1
"2446","Restaurant/ Private Home/Residence/ Religious Facility","",1
"2447","Restaurant","",1
"2448","Restaurant","",1
"2449","Private Home/Residence/ Religious Facility","",0
"2450","Restaurant","",1
"2451","Restaurant","",1
"2452","Private Home/Residence","Oysters/ Raw/ Hot Sauce/ Unspecified/ Sauces/ Unspecified",0
"2453","Private Home/Residence/ Religious Facility","Stuffing/ Unspecified/ Turkey/ Unspecified",1
"2454","Restaurant/ Private Home/Residence/ School/College/University","",1
"2455","Restaurant","Pizza/ Unspecified",1
"2456","Nursing Home/Assisted Living Facility/ Hospital","",1
"2457","Catering Service","",1
"2458","Restaurant/ Camp","",1
"2459","Catering Service","",1
"2460","Restaurant","",1
"2461","Restaurant","",1
"2462","Grocery Store","",1
"2463","Restaurant","Turkey And Stuffing",1
"2464","","Turkey/ Unspecified",1
"2465","","Chicken And Stuffing",1
"2466","","Salad/ Unspecified",1
"2467","","Taco/ Unspecified/ Cake/ Unspecified/ Ice Cream/ Unspecified",1
"2468","Restaurant","",1
"2469","","Gravy/ Beef/ Lettuce-Based Salads Unspecified",0
"2470","Catering Service","Lettuce-Based Salads Unspecified",1
"2471","Restaurant","Chicken/ Sweet And Sour",1
"2472","Restaurant","",1
"2473","Restaurant","",1
"2474","Restaurant","",1
"2475","Restaurant","",1
"2476","Restaurant","",1
"2477","Grocery Store","Grapes/ Red",1
"2478","Restaurant","Sandwich/ Unspecified",0
"2479","Restaurant","Sandwich/ Unspecified/ Ice",1
"2480","Restaurant","Mixed Vegetables/ Unspecified/ Multiple Foods",0
"2481","","Mango/ Unspecified",1
"2482","Restaurant","Ground Beef/ Hamburger",1
"2483","Private Home/Residence/ Catering Service","Pasta Salad",0
"2484","Catering Service","",1
"2485","Restaurant","Bread/ Unspecified/ Salad/ Unspecified",0
"2486","Restaurant","",1
"2487","Catering Service","Unspecified Beverage/ Cake/ Brownie/ Salad/ Unspecified",0
"2488","Child Daycare","Turkey/ Roasted",1
"2489","","",1
"2490","Private Home/Residence","Turkey/ Unspecified",1
"2491","Restaurant","Turkey And Gravy",1
"2492","Private Home/Residence","Shrimp/ Unspecified",1
"2493","Private Home/Residence","",1
"2494","Restaurant","",1
"2495","Restaurant","Pizza/ Unspecified",1
"2496","Restaurant","",1
"2497","Restaurant","Caesar Salad",1
"2498","Restaurant","",1
"2499","Restaurant","",1
"2500","Restaurant","Gravy/ Unspecified/ Turkey/ Unspecified",1
"2501","Private Home/Residence","Stuffing/ Unspecified",1
"2502","Restaurant","",1
"2503","","Roast Beef/ Unspecified",0
"2504","Catering Service","Mixed Fruit",1
"2505","Restaurant","",1
"2506","School/College/University","Nachos/ Unspecified",1
"2507","Private Home/Residence","Ice Cream/ Homemade",1
"2508","Catering Service","",1
"2509","","",1
"2510","Restaurant","Chicken/ Unspecified",1
"2511","Grocery Store","Tuna/ Unspecified",0
"2512","Restaurant","Pizza/ Unspecified",1
"2513","Restaurant","Chow Mein/ Pork/ Bbq/ Pork/ Other",1
"2514","Restaurant","Chicken/ Nuggets/Fingers",1
"2515","Restaurant","",1
"2516","","Sandwich/ Turkey/ Sandwich/ Ham",0
"2517","Restaurant","Lasagna/ Unspecified/ Ravioli/ Unspecified/ Eggs/ Other",1
"2518","Private Home/Residence","Ground Beef/ Meatballs",1
"2519","Restaurant","",1
"2520","Restaurant","",1
"2521","Restaurant","",1
"2522","Restaurant","",1
"2523","Restaurant","",1
"2524","","",1
"2525","Restaurant","Chicken/ Unspecified/ Mung Bean Sprouts",1
"2526","Restaurant/ Grocery Store","",1
"2527","Restaurant","",0
"2528","Restaurant","",1
"2529","Private Home/Residence","Chile Relleno/ Unspecified/ Pasta Salad/ Eggs/ Other",1
"2530","Private Home/Residence","Unspecified Fish",1
"2531","Restaurant","Burrito/ Beef",1
"2532","Restaurant","",0
"2533","Restaurant/ Private Home/Residence","Lasagna/ Beef/ Eggs/ Unspecified",1
"2534","Restaurant","Stew/Chili/ Unspecified",0
"2535","Restaurant","Ham/ Unspecified",1
"2536","Restaurant","Multiple Foods",1
"2537","Restaurant","Salmon/ Unspecified",1
"2538","Restaurant","Ground Beef/ Cheeseburger",1
"2539","Restaurant","Oysters/ Raw",0
"2540","Restaurant","Fish/ Grouper/ Unspecified",0
"2541","Restaurant","Condiment/ Unspecified",1
"2542","Restaurant","",1
"2543","Restaurant","Sandwich/ Tuna Fish",0
"2544","Restaurant/ Private Home/Residence/ Grocery Store","Multiple Cheeses/ Unspecified/ Chips And Salsa",0
"2545","Catering Service","Turkey/ Unspecified/ Potato/ Scalloped",1
"2546","Restaurant","Stuffing/ Unspecified/ Pork/ Roasted",1
"2547","Restaurant","Potato/ Fried",1
"2548","Restaurant","Cake/ Brownie",1
"2549","Restaurant","Buffet",0
"2550","Restaurant","Ground Beef/ Hamburger",1
"2551","Restaurant","Clam Chowder",1
"2552","Restaurant","Caesar Salad",0
"2553","Restaurant","Fish/ Mahi Mahi",1
"2554","Restaurant","Oysters/ Unspecified/ Vegetable-Based Salads Unspecified",1
"2555","Restaurant","Pizza/ Meat",0
"2556","","",1
"2557","Catering Service","Salad/ Unspecified",1
"2558","Restaurant","Salsa/ Unspecified/ Ice/ Ground Beef/ Unspecified",1
"2559","","Musubi (Rice In Seaweed)/ Spam",1
"2560","Office/Indoor Workplace","Tuna/ Unspecified",1
"2561","Restaurant","Tuna Steak",0
"2562","Restaurant","Fish/ Mahi Mahi",0
"2563","Restaurant","",1
"2564","Restaurant","",1
"2565","","",1
"2566","Restaurant","",1
"2567","Restaurant","",1
"2568","Restaurant","",0
"2569","Restaurant","",0
"2570","Restaurant","Steak/ Prime Rib",0
"2571","Restaurant","Crab/ Steamed/ Shrimp/ Unspecified",1
"2572","Private Home/Residence/ Catering Service","Ham/ Unspecified/ Beef/ Chili/ Turkey/ Smoked",1
"2573","Restaurant","Tuna Dishes/ Unspecified",1
"2574","","Sandwich/ Other Vegetable",1
"2575","Restaurant","",1
"2576","Restaurant","",1
"2577","Grocery Store","",1
"2578","","",1
"2579","Restaurant","Bread/ Unspecified",1
"2580","Restaurant","",1
"2581","Restaurant","Pizza/ Meat And Vegetable",1
"2582","Restaurant","Chicken Salad",1
"2583","Restaurant","Unknown Beverage/ Ground Beef/ Cheeseburger/ French Fries",1
"2584","Restaurant","",1
"2585","Restaurant","",1
"2586","Restaurant","",1
"2587","Restaurant","",1
"2588","Restaurant","",1
"2589","Restaurant","",1
"2590","Restaurant","",1
"2591","Private Home/Residence","Kidney Bean",1
"2592","Restaurant","Lasagna/ Unspecified",1
"2593","","",1
"2594","","Ham/ Unspecified/ Potato/ Unspecified/ Salad/ Unspecified",1
"2595","","Chicken/ Cordon Bleu",1
"2596","","Salad/ Unspecified",1
"2597","","Multiple Foods",1
"2598","Restaurant","",1
"2599","Restaurant","",1
"2600","Restaurant","",1
"2601","Restaurant/ Private Home/Residence","",1
"2602","Catering Service","",1
"2603","Restaurant","",1
"2604","Restaurant","",1
"2605","Grocery Store","Ground Beef/ Unspecified",1
"2606","Catering Service","Shrimp Cocktail/ Ice Cream/ Commercial",0
"2607","Private Home/Residence","Soda/ Unspecified",0
"2608","Private Home/Residence","Potato Salad",0
"2609","","Eggs/ Quiche",1
"2610","Restaurant","",1
"2611","Restaurant","",1
"2612","","",0
"2613","Restaurant","",0
"2614","Nursing Home/Assisted Living Facility","",1
"2615","Hospital","",1
"2616","Catering Service/ Grocery Store","Sushi/ Unspecified/ Crab Cakes",1
"2617","Office/Indoor Workplace","Multiple Foods",1
"2618","Restaurant","Shrimp Cocktail",1
"2619","Catering Service","Ham/ Unspecified",1
"2620","Catering Service","Bread/ Unspecified",0
"2621","Catering Service","Pasta Salad",0
"2622","Restaurant","Salad/ Unspecified",1
"2623","","",1
"2624","Restaurant","",1
"2625","Restaurant","",1
"2626","Restaurant","Fried Rice/ Unspecified",1
"2627","Restaurant","",1
"2628","Catering Service","Salad/ Unspecified",1
"2629","Catering Service","Caesar Salad",1
"2630","Private Home/Residence","Relish Tray",1
"2631","Restaurant","Ice Cream/ Unspecified",1
"2632","","",1
"2633","School/College/University","Cookies/ Unspecified",1
"2634","","Brie/ Unspecified/ Cocktail Sauce/ Unspecified",1
"2635","","Cake/ Cheese",1
"2636","","",1
"2637","Private Home/Residence","Turkey/ Unspecified/ Potato Salad",1
"2638","Restaurant","",1
"2639","Restaurant","",1
"2640","Catering Service","Water/ Green Beans/ Unspecified/ Ice Cream/ Unspecified",1
"2641","Restaurant","Zucchini/ Unspecified/ Cake/ Custard-Filled/ Vegetable Dip/ Unspecified",1
"2642","Restaurant","",1
"2643","Restaurant","Steak/ Other",0
"2644","Private Home/Residence","Ice Cream/ Unspecified",1
"2645","School/College/University","",1
"2646","Restaurant","Oysters/ Raw",1
"2647","Restaurant","Mashed Potato/Gravy/ Chicken/ Unspecified",1
"2648","","Salmon/ Unspecified",0
"2649","Catering Service","Sandwich/ Ham",0
"2650","Restaurant","",1
"2651","Private Home/Residence/ Grocery Store","Water/ Celery/ Unspecified/ Peppers/ Green",1
"2652","Catering Service","Turkey/ Unspecified",1
"2653","","",0
"2654","Restaurant","Salad/ Unspecified",1
"2655","Restaurant","",1
"2656","Restaurant/ Private Home/Residence","",1
"2657","Restaurant","",1
"2658","Restaurant","",1
"2659","Restaurant","",1
"2660","Restaurant","",1
"2661","Restaurant","",1
"2662","Restaurant","",1
"2663","Restaurant","Coleslaw/ Chicken",0
"2664","Private Home/Residence","Tomato/ Unspecified/ Squash/ Unspecified",1
"2665","","",1
"2666","Restaurant","Pizza/ Meat And Vegetable",1
"2667","Grocery Store","Salad/ Unspecified",1
"2668","Office/Indoor Workplace","Pork/ Chops",1
"2669","Restaurant","",1
"2670","Restaurant","Sandwich/ Unspecified",1
"2671","Restaurant","Beef/Steak Dish/ Unspecified/ Potato/ Baked",1
"2672","Restaurant","Unknown Food",0
"2673","Restaurant","Sandwich/ Roast Beef",1
"2674","Grocery Store","Soup/ Bean",0
"2675","Restaurant","Chicken/ Buffalo Wings",1
"2676","Restaurant","Cannelloni/ House Salad",1
"2677","Restaurant","Pizza/ Meat",0
"2678","Restaurant","Greek Salad",1
"2679","Restaurant","Steak/ Unspecified",1
"2680","Private Home/Residence","Ground Beef/ Hamburger/ Hot Dog/ Unspecified",0
"2681","School/College/University","Other Food",1
"2682","Restaurant","Rice/ Brown",1
"2683","Restaurant","Bread/ Cornbread Dressing/ Salad Bar",1
"2684","Restaurant/ Private Home/Residence","Oysters/ Raw",1
"2685","Restaurant","Seafood/ Unspecified/ Lettuce-Based Salads Unspecified",1
"2686","Restaurant","Chicken Salad",0
"2687","Restaurant","Greek Salad",0
"2688","Restaurant/ Catering Service","Mashed Potato/Gravy/ Pie/ Pecan",1
"2689","Nursing Home/Assisted Living Facility","",1
"2690","Nursing Home/Assisted Living Facility","",1
"2691","Grocery Store","Snapper/ Unspecified",1
"2692","Restaurant","",0
"2693","Restaurant","",0
"2694","Restaurant","",1
"2695","Restaurant","",1
"2696","Restaurant","",1
"2697","Private Home/Residence","",1
"2698","Restaurant","Crab Cakes",1
"2699","Restaurant","",1
"2700","Restaurant","Condiment/ Unspecified",1
"2701","Restaurant","",1
"2702","Restaurant","",1
"2703","Restaurant","Unspecified Beverage",1
"2704","Restaurant","",1
"2705","Restaurant","",1
"2706","Restaurant","Fried Rice/ Unspecified",1
"2707","Restaurant","Chicken/ Buffalo Wings",1
"2708","Restaurant","",1
"2709","Catering Service","Canapes/ Unspecified",0
"2710","Restaurant","Soda/ Unspecified/ French Fries",1
"2711","Restaurant","Sandwich/ Monte Cristo",1
"2712","","Soda/ Unspecified/ Sandwich/ Corned Beef/ Pickles/ Unspecified",1
"2713","","Nachos/ Unspecified/ Taco/ Unspecified",1
"2714","Private Home/Residence","Sandwich/ Cucumber",0
"2715","Nursing Home/Assisted Living Facility","",1
"2716","Catering Service","Vegetable Dip/ Unspecified/ Mixed Fruit",1
"2717","Restaurant","Vegetable Dip/ Unspecified/ Deli Tray/ Celery/ Unspecified",1
"2718","Restaurant","",1
"2719","Restaurant","",1
"2720","","Bean Dip",1
"2721","","Fish/ Herring",1
"2722","Restaurant","Rolls/ Butter",1
"2723","","Unspecified Vegetables/ Cheese/ Unspecified/ Dips/ Unspecified",1
"2724","","",1
"2725","Restaurant","Sandwich/ Submarine",1
"2726","Restaurant","Ground Beef/ Unspecified",0
"2727","Restaurant","Sandwich/ Submarine",1
"2728","Restaurant","",1
"2729","Restaurant","Water/ Pickles/ Unspecified",0
"2730","Restaurant","Turkey/ Smoked",1
"2731","Private Home/Residence","",1
"2732","Restaurant","",1
"2733","Restaurant","",1
"2734","Restaurant","Multiple Foods",1
"2735","Restaurant","",1
"2736","Restaurant","",1
"2737","Restaurant","Lettuce-Based Salads Unspecified",1
"2738","Restaurant","Chicken/ Unspecified",1
"2739","Restaurant","Chicken/ Unspecified",1
"2740","Restaurant","Tomato/ Unspecified/ Lettuce/ Unspecified",1
"2741","Restaurant","",1
"2742","Restaurant","",1
"2743","Restaurant","",1
"2744","Restaurant","",1
"2745","Restaurant","Fish/ Escolar",1
"2746","","",1
"2747","Private Home/Residence","Chicken/ Other",0
"2748","Private Home/Residence","",1
"2749","Catering Service","Stuffed Shells/ Unspecified/ Caesar Salad",0
"2750","Restaurant","",0
"2751","Restaurant","Eggs/ Unspecified",1
"2752","Restaurant","Rice/ Unspecified",1
"2753","Restaurant","Rice/ Yellow",0
"2754","Restaurant","Corned Beef/ Unspecified",1
"2755","Restaurant","Ice",1
"2756","Restaurant","Pizza/ Meat",0
"2757","Restaurant","Chicken And Noodles",1
"2758","Restaurant","Pork/ Roasted/ Ribs/ Unspecified/ Chicken/ Unspecified",0
"2759","Restaurant","French Fries",0
"2760","Restaurant","Soup/ French Onion",1
"2761","Grocery Store","Sandwich/ Turkey",1
"2762","Restaurant","Ham Salad/ Flan",1
"2763","Private Home/Residence","",0
"2764","Restaurant","Unknown Food",0
"2765","Restaurant","Cheese/ Unspecified/ Eggs/ Unspecified/ Pork/ Bacon",1
"2766","Restaurant","Salad Dressing/ Unspecified",1
"2767","Private Home/Residence","Soup/ Pork-Based",0
"2768","Restaurant","Seafood Salad",1
"2769","Private Home/Residence","Ice/ Ham/ Unspecified/ Cake/ Unspecified",0
"2770","Restaurant","Soup/ Chicken/ Beef/ Unspecified",1
"2771","Restaurant","Pizza/ Meat/ Taco/ Beef",0
"2772","Restaurant","Other Cheese/ Unspecified",1
"2773","Hospital","Fish/ Mahi Mahi",1
"2774","Restaurant","Salad/ Unspecified",1
"2775","Restaurant","",1
"2776","Restaurant","Rice/ White/ Chicken/ Teriyaki",1
"2777","Restaurant","Chicken/ Other/ Potato/ Mashed",1
"2778","Restaurant","Sandwich/ Roast Beef",1
"2779","School/College/University","",1
"2780","Restaurant","",1
"2781","Grocery Store","Frosting/Icing/ Buttercream",1
"2782","","Pork/ Unspecified",1
"2783","Restaurant","Yellowfin Tuna",0
"2784","Catering Service","Red/ Rice",1
"2785","Restaurant","Soup/ Clam Chowder/ Soup/ Clam Chowder",1
"2786","Restaurant","Tuna/ Unspecified",1
"2787","","Whole Milk/ Unpasteurized",1
"2788","Catering Service","",1
"2789","","Green Beans/ Unspecified/ Carrots/ Unspecified/ Potato/ Unspecified",0
"2790","Catering Service","Salmon/ Unspecified/ Seafood Dish/ Unspecified",1
"2791","Restaurant","",1
"2792","Restaurant","Pancakes/ Unspecified",1
"2793","Restaurant","",1
"2794","Restaurant","",0
"2795","Restaurant","",1
"2796","Restaurant","",1
"2797","Restaurant","",1
"2798","Private Home/Residence","Beef/Steak Dish/ Other",1
"2799","Restaurant","",1
"2800","Restaurant","",1
"2801","Restaurant/ Private Home/Residence","",1
"2802","Restaurant","Chicken/ Curry",1
"2803","Restaurant","",0
"2804","Restaurant","Manicotti/ Unspecified",1
"2805","Restaurant","",1
"2806","School/College/University","",1
"2807","Restaurant","",1
"2808","Private Home/Residence","Ground Beef/ Unspecified",1
"2809","Restaurant","Peppers/ Jalapeno/ Potato/ Baked",1
"2810","Restaurant","",1
"2811","Restaurant","Beef/ Unspecified/ Chicken/ Unspecified",1
"2812","Catering Service/ Grocery Store","Cake/ Unspecified",1
"2813","Restaurant","Chicken/ Nuggets/Fingers",1
"2814","Restaurant","",1
"2815","Restaurant","Multiple Foods",1
"2816","","",1
"2817","Restaurant","",1
"2818","","",1
"2819","Restaurant","",1
"2820","","",1
"2821","Restaurant","Sandwich/ Chicken",1
"2822","Restaurant/ Private Home/Residence/ Grocery Store","Pizza/ Meat",1
"2823","Restaurant","Soup/ French Onion",1
"2824","Restaurant","Beef/ Kabobs/ Lamb/ Other",1
"2825","Restaurant","Salmon/ Unspecified/ Lettuce-Based Salads Unspecified",1
"2826","Nursing Home/Assisted Living Facility","",1
"2827","Private Home/Residence","Cake/ Brownie/ Dessert/ Other",0
"2828","Restaurant","Fried Rice/ Unspecified",1
"2829","School/College/University","Chicken/ Nuggets/Fingers/ Carrots/ Unspecified/ French Fries",1
"2830","Restaurant","",1
"2831","Catering Service","Pasta Salad/ Potato Salad/ Vegetable-Based Salads Unspecified",1
"2832","Catering Service","Enchilada/ Chicken",1
"2833","Restaurant/ Catering Service","Water/ Unspecified",1
"2834","Catering Service","Squid/Calamari/ Unspecified",1
"2835","Restaurant","",1
"2836","Restaurant","Tuna Burger",1
"2837","Restaurant","",1
"2838","Catering Service","Soup/ Chicken",1
"2839","Catering Service","",1
"2840","Restaurant","",1
"2841","Restaurant","Lettuce-Based Salads Unspecified",1
"2842","Restaurant","",1
"2843","School/College/University","Speciality Dessert Unspecified",1
"2844","Private Home/Residence/ Grocery Store","",1
"2845","","",1
"2846","","Other Milk/ Unpasteurized",1
"2847","Prison/Jail","Coleslaw",1
"2848","","",1
"2849","","Green Salad",1
"2850","Restaurant","Ham/ Unspecified",1
"2851","Grocery Store","",1
"2852","Restaurant","Salad Bar",1
"2853","","Cookies/ Unspecified",1
"2854","Restaurant","",1
"2855","Catering Service","Multiple Foods",1
"2856","","Other Milk/ Unpasteurized",1
"2857","Restaurant","Sandwich/ Submarine",1
"2858","Restaurant","Sauces/ Unspecified",0
"2859","Restaurant","Gravy/ Unspecified/ Chicken/ Unspecified",1
"2860","Restaurant","Oysters/ Raw",0
"2861","Restaurant/ Catering Service","Deli Meat/ Unspecified/ Vegetable Tray",1
"2862","Restaurant","Rice/ Unspecified",0
"2863","Restaurant","Salad Bar",0
"2864","Restaurant","Ethnic Style/ Unspecified",0
"2865","Restaurant","",1
"2866","Restaurant","",1
"2867","Restaurant","",1
"2868","Restaurant","",1
"2869","Restaurant","",1
"2870","Restaurant","",0
"2871","Restaurant","Tea/ Unspecified",1
"2872","Restaurant","",1
"2873","Restaurant","Fish/ Escolar",0
"2874","","Green Salad",0
"2875","Restaurant","Fish/ Ahi",0
"2876","Restaurant","",0
"2877","Restaurant","",1
"2878","Restaurant","",0
"2879","Restaurant","Fried Rice/ Unspecified/ Chicken/ Unspecified",1
"2880","","Other Food",0
"2881","Private Home/Residence","Ground Beef/ Hamburger",1
"2882","Restaurant","Burrito/ Chicken",0
"2883","Restaurant","Blue Cheese Dressing",0
"2884","Restaurant","Eggs/ Unspecified/ Steak/ Unspecified/ Ham/ Unspecified",1
"2885","Restaurant","Ground Beef/ Hamburger",1
"2886","Restaurant","Ground Beef/ Hamburger/ Caesar Salad",1
"2887","Restaurant","Chicken/ Nuggets/Fingers",1
"2888","Restaurant","Orange/ Unspecified/ Ground Beef/ Hamburger/ Unspecified Vegetables",1
"2889","Restaurant","Eggs/ Unspecified/ Bread/ Unspecified/ Pork/ Bacon",1
"2890","Restaurant","Multiple Foods",0
"2891","Restaurant","Chicken/ Baked/ Green Salad",1
"2892","Restaurant","Multiple Foods",0
"2893","Restaurant","Shrimp/ Unspecified/ House Salad",1
"2894","Restaurant","Clams/ Unspecified",0
"2895","Restaurant","Salsa/ Unspecified",0
"2896","Restaurant","Ground Beef/ Cheeseburger",0
"2897","Restaurant","Ox/ Unspecified/ Red Beans And Rice",1
"2898","Restaurant","Nachos/ Unspecified/ Chicken/ Buffalo Wings",1
"2899","Restaurant","Pizza/ Unspecified/ Steak/ Unspecified",0
