"","Year","Month","State","Location","Food","Ingredient","Species","Serotype.Genotype","Status","Illnesses","Hospitalizations","Fatalities"
"2751",2000,"February","Florida","Restaurant","Eggs, Unspecified","Egg","","","",2,1,0
"2752",2000,"February","Florida","Restaurant","Rice, Unspecified","Rice","Bacillus cereus","","Confirmed",15,0,0
"2753",2000,"February","Florida","Restaurant","Rice, Yellow","","Bacillus cereus","","Suspected",2,0,0
"2754",2000,"February","Florida","Restaurant","Corned Beef, Unspecified","Beef","","","",2,0,0
"2755",2000,"February","Florida","Restaurant","Ice","Water","Shigella sonnei","","Confirmed",7,0,0
"2756",2000,"February","Florida","Restaurant","Pizza, Meat","","Staphylococcus aureus","","Suspected",2,0,0
"2757",2000,"February","Florida","Restaurant","Chicken And Noodles","","","","",3,0,0
"2758",2000,"February","Florida","Restaurant","Pork, Roasted; Ribs, Unspecified; Chicken, Unspecified","","Staphylococcus aureus","","Suspected",2,0,0
"2759",2000,"February","Florida","Restaurant","French Fries","","Clostridium perfringens","","Suspected",6,NA,0
"2760",2000,"February","Florida","Restaurant","Soup, French Onion","","","","",2,0,0
"2761",2000,"February","Florida","Grocery Store","Sandwich, Turkey","","","","",2,NA,NA
"2762",2000,"February","Florida","Restaurant","Ham Salad; Flan","","","","",3,NA,NA
"2763",2000,"February","Florida","Private Home/Residence","","","Salmonella enterica","","Suspected",6,1,NA
"2764",2000,"February","Florida","Restaurant","Unknown Food","","Norovirus genogroup I","","Suspected",9,0,0
"2765",2000,"February","Florida","Restaurant","Cheese, Unspecified; Eggs, Unspecified; Pork, Bacon","","","","",2,NA,NA
"2766",2000,"February","Florida","Restaurant","Salad Dressing, Unspecified","","","","",4,NA,NA
"2767",2000,"February","Florida","Private Home/Residence","Soup, Pork-Based","Pork","Clostridium perfringens","","Suspected",9,0,0
"2768",2000,"February","Florida","Restaurant","Seafood Salad","","","","",7,0,0
"2769",2000,"February","Florida","Private Home/Residence","Ice; Ham, Unspecified; Cake, Unspecified","","Norovirus genogroup I","","Suspected",18,0,0
"2770",2000,"February","Florida","Restaurant","Soup, Chicken; Beef, Unspecified","","","","",4,NA,NA
"2771",2000,"February","Florida","Restaurant","Pizza, Meat; Taco, Beef","","Staphylococcus aureus","","Suspected",2,0,0
"2772",2000,"February","Florida","Restaurant","Other Cheese, Unspecified","Cheese","","","",3,0,0
"2773",2000,"February","Florida","Hospital","Fish, Mahi Mahi","Fin Fish","Scombroid toxin","","Confirmed",4,0,0
"2774",2000,"February","Florida","Restaurant","Salad, Unspecified","","","","",2,0,0
"2775",2000,"February","Florida","Restaurant","","","","","",2,NA,NA
"2776",2000,"February","Florida","Restaurant","Rice, White; Chicken, Teriyaki","","","","",5,0,0
"2777",2000,"February","Florida","Restaurant","Chicken, Other; Potato, Mashed","","","","",2,0,0
"2778",2000,"February","Georgia","Restaurant","Sandwich, Roast Beef","Beef","Staphylococcus aureus","","Confirmed",15,3,0
"2779",2000,"February","Georgia","School/College/University","","","","","",105,NA,NA
"2780",2000,"February","Georgia","Restaurant","","","Norovirus genogroup I","","Confirmed",4,NA,NA
"2781",2000,"February","Georgia","Grocery Store","Frosting/Icing, Buttercream","","Norovirus genogroup I","","Confirmed",128,2,0
"2782",2000,"February","Georgia","","Pork, Unspecified","","","","",42,NA,NA
"2783",2000,"February","Guam","Restaurant","Yellowfin Tuna","","Scombroid toxin","","Suspected",4,0,0
"2784",2000,"February","Guam","Catering Service","Red, Rice","","Bacillus cereus","","Confirmed",2,0,0
"2785",2000,"February","Hawaii","Restaurant","Soup, Clam Chowder; Soup, Clam Chowder","","","","",9,0,0
"2786",2000,"February","Hawaii","Restaurant","Tuna, Unspecified","Fin Fish","Histamine","","Confirmed",16,0,0
"2787",2000,"February","Idaho","","Whole Milk, Unpasteurized","","Campylobacter jejuni","","Confirmed",4,0,0
"2788",2000,"February","Illinois","Catering Service","","","Clostridium perfringens; Bacillus cereus","","Suspected; Suspected",9,2,NA
"2789",2000,"February","Illinois","","Green Beans, Unspecified; Carrots, Unspecified; Potato, Unspecified","","Norovirus genogroup I","","Suspected",27,0,0
"2790",2000,"February","Illinois","Catering Service","Salmon, Unspecified; Seafood Dish, Unspecified","","Salmonella enterica","Enteritidis","Confirmed",36,10,1
"2791",2000,"February","Illinois","Restaurant","","","Clostridium perfringens; Bacillus cereus","","Suspected; Suspected",3,0,0
"2792",2000,"February","Illinois","Restaurant","Pancakes, Unspecified","","Clostridium perfringens; Bacillus cereus","","Suspected; Suspected",5,0,0
"2793",2000,"February","Illinois","Restaurant","","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",4,0,0
"2794",2000,"February","Illinois","Restaurant","","","Norovirus genogroup I","","Suspected",11,0,0
"2795",2000,"February","Illinois","Restaurant","","","","","",2,0,0
"2796",2000,"February","Maine","Restaurant","","","","","",3,0,0
"2797",2000,"February","Maine","Restaurant","","","","","",9,0,0
"2798",2000,"February","Maryland","Private Home/Residence","Beef/Steak Dish, Other","","","","",3,0,0
"2799",2000,"February","Maryland","Restaurant","","","Norovirus genogroup I","","Confirmed",77,0,0
"2800",2000,"February","Maryland","Restaurant","","","","","",12,0,0
"2801",2000,"February","Maryland","Restaurant; Private Home/Residence","","","","","",18,1,0
"2802",2000,"February","Maryland","Restaurant","Chicken, Curry","","","","",4,0,0
"2803",2000,"February","Maryland","Restaurant","","","Salmonella enterica","Group D1","Suspected",4,NA,NA
"2804",2000,"February","Maryland","Restaurant","Manicotti, Unspecified","","","","",2,0,0
"2805",2000,"February","Maryland","Restaurant","","","","","",2,0,0
"2806",2000,"February","Maryland","School/College/University","","","","","",8,0,0
"2807",2000,"February","Maryland","Restaurant","","","","","",2,0,0
"2808",2000,"February","Maryland","Private Home/Residence","Ground Beef, Unspecified","Beef","","","",3,0,0
"2809",2000,"February","Maryland","Restaurant","Peppers, Jalapeno; Potato, Baked","","","","",4,0,0
"2810",2000,"February","Massachusetts","Restaurant","","","","","",7,NA,NA
"2811",2000,"February","Massachusetts","Restaurant","Beef, Unspecified; Chicken, Unspecified","","","","",12,NA,NA
"2812",2000,"February","Michigan","Catering Service; Grocery Store","Cake, Unspecified","","","","",12,0,0
"2813",2000,"February","Michigan","Restaurant","Chicken, Nuggets/Fingers","","","","",2,0,0
"2814",2000,"February","Michigan","Restaurant","","","","","",2,2,0
"2815",2000,"February","Michigan","Restaurant","Multiple Foods","","","","",7,NA,NA
"2816",2000,"February","Michigan","","","","","","",3,1,0
"2817",2000,"February","Michigan","Restaurant","","","","","",2,0,0
"2818",2000,"February","Michigan","","","","","","",2,0,0
"2819",2000,"February","Michigan","Restaurant","","","","","",4,NA,NA
"2820",2000,"February","Michigan","","","","Norovirus genogroup I","","Confirmed",33,NA,NA
"2821",2000,"February","Michigan","Restaurant","Sandwich, Chicken","","","","",2,0,0
"2822",2000,"February","Michigan","Restaurant; Private Home/Residence; Grocery Store","Pizza, Meat","Pork","","","",18,0,0
"2823",2000,"February","Michigan","Restaurant","Soup, French Onion","","","","",2,0,0
"2824",2000,"February","Michigan","Restaurant","Beef, Kabobs; Lamb, Other","","","","",2,0,0
"2825",2000,"February","Michigan","Restaurant","Salmon, Unspecified; Lettuce-Based Salads Unspecified","","","","",2,NA,NA
"2826",2000,"February","Minnesota","Nursing Home/Assisted Living Facility","","","Norovirus genogroup I","","Confirmed",26,0,0
"2827",2000,"February","Minnesota","Private Home/Residence","Cake, Brownie; Dessert, Other","","Norovirus genogroup I","","Suspected",17,0,0
"2828",2000,"February","Minnesota","Restaurant","Fried Rice, Unspecified","","Bacillus cereus","","Confirmed",10,NA,NA
"2829",2000,"February","Minnesota","School/College/University","Chicken, Nuggets/Fingers; Carrots, Unspecified; French Fries","","Norovirus genogroup I","","Confirmed",21,0,0
"2830",2000,"February","Missouri","Restaurant","","","Norovirus genogroup I","Unknown","Confirmed",37,0,0
"2831",2000,"February","Multistate","Catering Service","Pasta Salad; Potato Salad; Vegetable-Based Salads Unspecified","","Norovirus genogroup II","Unknown","Confirmed",333,3,NA
"2832",2000,"February","New Mexico","Catering Service","Enchilada, Chicken","","Clostridium perfringens","","Confirmed",34,NA,NA
"2833",2000,"February","New York","Restaurant; Catering Service","Water, Unspecified","","","","",67,NA,NA
"2834",2000,"February","New York","Catering Service","Squid/Calamari, Unspecified","","","","",15,NA,NA
"2835",2000,"February","New York","Restaurant","","","","","",16,NA,NA
"2836",2000,"February","New York","Restaurant","Tuna Burger","Fin Fish","Scombroid toxin","","Confirmed",2,NA,NA
"2837",2000,"February","New York","Restaurant","","","","","",18,NA,NA
"2838",2000,"February","New York","Catering Service","Soup, Chicken","","","","",43,NA,NA
"2839",2000,"February","New York","Catering Service","","","","","",11,NA,NA
"2840",2000,"February","North Carolina","Restaurant","","","","","",14,NA,NA
"2841",2000,"February","Ohio","Restaurant","Lettuce-Based Salads Unspecified","","Norovirus genogroup II","Unknown","Confirmed",7,NA,NA
"2842",2000,"February","Ohio","Restaurant","","","","","",3,0,0
"2843",2000,"February","Ohio","School/College/University","Speciality Dessert Unspecified","","Norovirus genogroup II","Unknown","Confirmed",87,NA,0
"2844",2000,"February","Ohio","Private Home/Residence; Grocery Store","","","","","",6,0,0
"2845",2000,"February","Ohio","","","","Norovirus genogroup II","Unknown","Confirmed",4,0,0
"2846",2000,"February","Oklahoma","","Other Milk, Unpasteurized","Milk","Campylobacter jejuni","","Confirmed",21,2,0
"2847",2000,"February","Oregon","Prison/Jail","Coleslaw","","Norovirus genogroup I","","Confirmed",59,0,0
"2848",2000,"February","Pennsylvania","","","","Salmonella enterica","Enteritidis","Confirmed",2,1,0
"2849",2000,"February","Pennsylvania","","Green Salad","","Norovirus genogroup I","","Confirmed",300,0,0
"2850",2000,"February","Pennsylvania","Restaurant","Ham, Unspecified","Pork","Staphylococcus aureus","","Confirmed",2,0,0
"2851",2000,"February","Tennessee","Grocery Store","","","","","",45,NA,0
"2852",2000,"February","Tennessee","Restaurant","Salad Bar","","Norovirus genogroup I","","Confirmed",259,0,0
"2853",2000,"February","Texas","","Cookies, Unspecified","","","","",143,NA,NA
"2854",2000,"February","Texas","Restaurant","","","","","",7,0,0
"2855",2000,"February","Texas","Catering Service","Multiple Foods","","Norovirus genogroup I","","Confirmed",120,NA,NA
"2856",2000,"February","Texas","","Other Milk, Unpasteurized","","Campylobacter unknown","","Confirmed",2,NA,NA
"2857",2000,"February","Virginia","Restaurant","Sandwich, Submarine","","Norovirus genogroup I","","Confirmed",36,1,0
"2858",2000,"February","Washington","Restaurant","Sauces, Unspecified","Root (Eg. Potato)","Virus","","Suspected",6,0,0
"2859",2000,"February","Washington","Restaurant","Gravy, Unspecified; Chicken, Unspecified","","","","",2,0,0
"2860",2000,"February","Washington","Restaurant","Oysters, Raw","Oysters, Raw","Virus","","Suspected",5,0,0
"2861",2000,"February","Washington","Restaurant; Catering Service","Deli Meat, Unspecified; Vegetable Tray","","Norovirus genogroup I","","Confirmed",21,0,0
"2862",2000,"February","Washington","Restaurant","Rice, Unspecified","Rice","Bacillus cereus","","Suspected",4,0,0
"2863",2000,"February","Washington","Restaurant","Salad Bar","","Virus","","Suspected",11,0,0
"2864",2000,"February","Washington","Restaurant","Ethnic Style, Unspecified","","Bacillus cereus","","Suspected",2,0,0
"2865",2000,"February","Wisconsin","Restaurant","","","","","",9,0,0
"2866",2000,"February","Wisconsin","Restaurant","","","Norovirus genogroup I","","Confirmed",4,0,0
"2867",2000,"March","Alabama","Restaurant","","","","","",3,NA,NA
"2868",2000,"March","Alabama","Restaurant","","","","","",2,NA,NA
"2869",2000,"March","Alabama","Restaurant","","","","","",3,NA,NA
"2870",2000,"March","California","Restaurant","","","Virus","","Suspected",14,NA,NA
"2871",2000,"March","California","Restaurant","Tea, Unspecified","","Norovirus genogroup I","","Confirmed",45,NA,NA
"2872",2000,"March","California","Restaurant","","","","","",5,NA,NA
"2873",2000,"March","California","Restaurant","Fish, Escolar","","Scombroid toxin","","Suspected",3,NA,NA
"2874",2000,"March","California","","Green Salad","","Staphylococcus aureus","","Suspected",50,0,0
"2875",2000,"March","California","Restaurant","Fish, Ahi","Fin Fish","Scombroid toxin","","Suspected",2,NA,NA
"2876",2000,"March","California","Restaurant","","","Virus","","Suspected",19,NA,NA
"2877",2000,"March","Colorado","Restaurant","","","","","",12,NA,NA
"2878",2000,"March","Colorado","Restaurant","","","Staphylococcus aureus","","Suspected",2,NA,NA
"2879",2000,"March","Colorado","Restaurant","Fried Rice, Unspecified; Chicken, Unspecified","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",4,NA,NA
"2880",2000,"March","Colorado","","Other Food","","Norovirus genogroup I","","Suspected",36,NA,NA
"2881",2000,"March","Florida","Private Home/Residence","Ground Beef, Hamburger","","","","",2,NA,NA
"2882",2000,"March","Florida","Restaurant","Burrito, Chicken","Chicken","Staphylococcus aureus","","Suspected",2,0,0
"2883",2000,"March","Florida","Restaurant","Blue Cheese Dressing","Spices","Bacillus cereus","","Suspected",2,0,0
"2884",2000,"March","Florida","Restaurant","Eggs, Unspecified; Steak, Unspecified; Ham, Unspecified","","","","",3,NA,NA
"2885",2000,"March","Florida","Restaurant","Ground Beef, Hamburger","","","","",4,0,0
"2886",2000,"March","Florida","Restaurant","Ground Beef, Hamburger; Caesar Salad","","","","",2,2,NA
"2887",2000,"March","Florida","Restaurant","Chicken, Nuggets/Fingers","","","","",3,0,0
"2888",2000,"March","Florida","Restaurant","Orange, Unspecified; Ground Beef, Hamburger; Unspecified Vegetables","","","","",10,1,0
"2889",2000,"March","Florida","Restaurant","Eggs, Unspecified; Bread, Unspecified; Pork, Bacon","","","","",2,NA,NA
"2890",2000,"March","Florida","Restaurant","Multiple Foods","","Norovirus genogroup I","","Suspected",4,0,0
"2891",2000,"March","Florida","Restaurant","Chicken, Baked; Green Salad","","","","",26,0,0
"2892",2000,"March","Florida","Restaurant","Multiple Foods","","Norovirus genogroup I","","Suspected",8,2,0
"2893",2000,"March","Florida","Restaurant","Shrimp, Unspecified; House Salad","Crustacean; Sauces/ Dressings","","","",3,0,0
"2894",2000,"March","Florida","Restaurant","Clams, Unspecified","Clams","Vibrio unknown","","Suspected",2,1,0
"2895",2000,"March","Florida","Restaurant","Salsa, Unspecified","Spices","Norovirus genogroup I","","Suspected",6,0,0
"2896",2000,"March","Florida","Restaurant","Ground Beef, Cheeseburger","Bread","Staphylococcus aureus","","Suspected",2,0,0
"2897",2000,"March","Florida","Restaurant","Ox, Unspecified; Red Beans And Rice","","","","",3,NA,NA
"2898",2000,"March","Florida","Restaurant","Nachos, Unspecified; Chicken, Buffalo Wings","Cheese; Chicken","","","",2,0,0
"2899",2000,"March","Florida","Restaurant","Pizza, Unspecified; Steak, Unspecified","Cheese; Beef","Clostridium perfringens","","Suspected",12,0,0
"2900",2000,"March","Florida","Grocery Store","Cake, Chocolate","Other Baked Goods","Chemical or toxin","","Suspected",2,NA,NA
"2901",2000,"March","Florida","Restaurant","Chicken, Fried","Chicken","Staphylococcus aureus","","Suspected",2,NA,NA
"2902",2000,"March","Florida","Restaurant","Rice, Unspecified; Refried Beans, Unspecified","","","","",2,NA,NA
"2903",2000,"March","Florida","Restaurant","Pork, Bbq","","","","",2,NA,NA
"2904",2000,"March","Florida","Restaurant","Beef, Unspecified; Chicken, Unspecified; Potato, Unspecified; Meatloaf, Unspecified","","","","",3,NA,NA
"2905",2000,"March","Florida","School/College/University","Ham, Unspecified","","Norovirus genogroup I","","Suspected",88,NA,0
"2906",2000,"March","Florida","Restaurant","Sandwich, Hoagie","Pork","","","",3,NA,NA
"2907",2000,"March","Florida","Restaurant","Chicken, Bbq","Chicken","Staphylococcus aureus","","Suspected",4,0,0
"2908",2000,"March","Florida","Restaurant","Ceviche","","","","",3,NA,NA
"2909",2000,"March","Florida","Restaurant","Fried Rice, Unspecified","","","","",2,NA,NA
"2910",2000,"March","Florida","Restaurant","Ground Beef, Cheeseburger","","","","",3,0,0
"2911",2000,"March","Florida","Restaurant","Buffet","","","","",2,0,0
"2912",2000,"March","Florida","","Lemonade, Unspecified","","","","",2,0,0
"2913",2000,"March","Florida","Fair/Festival","Cream Sauce, Unspecified","Spices","","","",2,0,0
"2914",2000,"March","Florida","Restaurant","Chili Sauce, Unspecified; Burrito, Beef","","Clostridium perfringens","","Suspected",11,0,0
"2915",2000,"March","Florida","","Ground Beef, Hamburger","","","","",5,0,0
"2916",2000,"March","Florida","","Chicken, Buffalo Wings","","","","",3,0,0
"2917",2000,"March","Florida","Restaurant","Spaghetti, Unspecified","","","","",2,NA,NA
"2918",2000,"March","Florida","Restaurant","Multiple Foods","","Norovirus genogroup I","","Suspected",3,0,0
"2919",2000,"March","Georgia","Catering Service","","","","","",30,NA,NA
"2920",2000,"March","Georgia","Catering Service","","","Norovirus genogroup I","","Confirmed",12,NA,NA
"2921",2000,"March","Georgia","Restaurant","Eggs, Unspecified; Pork, Chops; Ham, Unspecified","","Staphylococcus aureus","","Confirmed",8,6,0
"2922",2000,"March","Georgia","School/College/University","Burrito, Unspecified","","","","",155,NA,NA
"2923",2000,"March","Georgia","Office/Indoor Workplace","","","Norovirus genogroup I","","Confirmed",122,NA,NA
"2924",2000,"March","Georgia","Catering Service","","","","","",32,0,0
"2925",2000,"March","Georgia","Nursing Home/Assisted Living Facility","","","","","",50,NA,NA
"2926",2000,"March","Georgia","","","","","","",8,NA,NA
"2927",2000,"March","Hawaii","Private Home/Residence","Soup, Ulua Head","","Ciguatoxin","","Confirmed",4,0,NA
"2928",2000,"March","Hawaii","Private Home/Residence","Fish, Roi","","Ciguatoxin","","Suspected",2,0,NA
"2929",2000,"March","Idaho","Restaurant","Pizza, Meat","","Norovirus genogroup I","","Confirmed",8,0,0
"2930",2000,"March","Illinois","Restaurant","Ground Beef, Hamburger","","","","",3,0,0
"2931",2000,"March","Illinois","Restaurant; Catering Service","","","Norovirus genogroup I","","Confirmed",135,0,0
"2932",2000,"March","Illinois","Restaurant; Private Home/Residence; Catering Service","","","Norovirus genogroup I","","Suspected",11,0,0
"2933",2000,"March","Illinois","Restaurant","","","Bacillus cereus; Staphylococcus aureus","","Suspected; Suspected",2,0,0
"2934",2000,"March","Illinois","Catering Service","Pork, Roasted","","Clostridium perfringens","","Suspected",74,0,0
"2935",2000,"March","Illinois","Restaurant","","","","","",18,0,0
"2936",2000,"March","Indiana","School/College/University","Sausage, Pork","Pork","Salmonella enterica","","Suspected",29,0,0
"2937",2000,"March","Indiana","School/College/University","","","Norovirus genogroup I","","Confirmed",36,0,0
"2938",2000,"March","Iowa","Restaurant","","","Norovirus genogroup I","","Confirmed",32,NA,NA
"2939",2000,"March","Kansas","Restaurant","","","","","",15,NA,NA
"2940",2000,"March","Kansas","Restaurant","","","","","",4,NA,NA
"2941",2000,"March","Kansas","","","","","","",23,NA,NA
"2942",2000,"March","Louisiana","Private Home/Residence","","","Norovirus genogroup I","","Suspected",70,0,0
"2943",2000,"March","Maryland","Restaurant; Private Home/Residence; Grocery Store","","","Salmonella enterica","Enteritidis","Confirmed",2,2,NA
"2944",2000,"March","Maryland","Restaurant","","","Norovirus genogroup I","","Suspected",3,0,0
"2945",2000,"March","Maryland","Private Home/Residence; Grocery Store","Liver, Chicken","","Staphylococcus aureus","","Confirmed",2,0,0
"2946",2000,"March","Maryland","Restaurant","","","","","",2,0,0
"2947",2000,"March","Maryland","Restaurant","Pizza, Vegetable; Chicken, Buffalo Wings","","","","",3,NA,NA
"2948",2000,"March","Maryland","Restaurant","","","","","",16,NA,NA
"2949",2000,"March","Maryland","Restaurant","Pizza, Meat And Vegetable","","","","",3,0,0
"2950",2000,"March","Maryland","Restaurant","Seafood, Other","","","","",2,0,0
"2951",2000,"March","Maryland","Restaurant","","","","","",2,0,0
"2952",2000,"March","Maryland","Restaurant","","","","","",3,0,0
"2953",2000,"March","Maryland","Restaurant; Grocery Store","","","","","",3,0,0
"2954",2000,"March","Maryland","Restaurant","","","","","",6,NA,NA
"2955",2000,"March","Maryland","Restaurant","","","","","",2,0,0
"2956",2000,"March","Maryland","Restaurant","","","","","",3,0,0
"2957",2000,"March","Maryland","Restaurant","","","","","",3,0,0
"2958",2000,"March","Maryland","Restaurant","Sandwich, Chicken","Chicken","","","",2,0,0
"2959",2000,"March","Massachusetts","","Strawberries","Fruit, Unspecified","Hepatitis A","","Confirmed",8,NA,NA
"2960",2000,"March","Massachusetts","Restaurant","Clams, Fried; Clams, Steamed","","","","",5,NA,NA
"2961",2000,"March","Massachusetts","Restaurant","Ground Beef, Cheeseburger; French Fries; Lettuce, Unspecified","Leafy Green","","","",3,NA,NA
"2962",2000,"March","Massachusetts","Restaurant","","","Salmonella enterica","","Confirmed",4,0,NA
"2963",2000,"March","Michigan","Restaurant","Chicken, Other","Chicken","","","",3,0,0
"2964",2000,"March","Michigan","Catering Service","","","","","",10,0,0
"2965",2000,"March","Michigan","Restaurant","Spinach, Unspecified; Greek Salad","","","","",2,0,0
"2966",2000,"March","Michigan","Restaurant","","","","","",5,0,0
"2967",2000,"March","Michigan","Restaurant","","","Norovirus genogroup I","","Confirmed",11,3,0
"2968",2000,"March","Michigan","Restaurant","","","","","",3,NA,NA
"2969",2000,"March","Michigan","Restaurant","Eggs, Unspecified","Egg","Salmonella enterica","Enteritidis","Confirmed",11,0,0
"2970",2000,"March","Michigan","","Seafood-Based Salad Unspecified","","","","",4,NA,NA
"2971",2000,"March","Michigan","Restaurant; Private Home/Residence","","","","","",11,0,0
"2972",2000,"March","Michigan","Restaurant","Ice Cream, Unspecified","","","","",2,0,0
"2973",2000,"March","Michigan","Restaurant","Beef, Chili","","","","",2,NA,NA
"2974",2000,"March","Minnesota","School/College/University","Ground Beef, Unspecified","Beef","Escherichia coli, Shiga toxin-producing","O157:H7","Suspected",18,2,0
"2975",2000,"March","Minnesota","Restaurant","","","Hepatitis A","","Confirmed",39,2,0
"2976",2000,"March","Montana","","","","","","",3,NA,NA
"2977",2000,"March","Montana","","","","","","",4,NA,NA
"2978",2000,"March","Montana","","Ground Beef, Hamburger","","","","",3,NA,NA
"2979",2000,"March","Multistate","Restaurant; Grocery Store; School/College/University","Mung Bean Sprouts","Sprouts","Salmonella enterica","Enteritidis","Confirmed",75,3,NA
"2980",2000,"March","Multistate","","Orange Juice, Unpasteurized","Fruit, Unspecified","Salmonella enterica","Enteritidis","Confirmed",88,NA,NA
"2981",2000,"March","New Hampshire","","","","Salmonella enterica","Thompson","Confirmed",4,NA,NA
"2982",2000,"March","New York","School/College/University","Ground Beef, Cheeseburger","Beef","Escherichia coli, Shiga toxin-producing","O157:H7","Suspected",43,2,NA
"2983",2000,"March","New York","Catering Service","Multiple Foods","","","","",26,NA,NA
"2984",2000,"March","New York","Restaurant","","","","","",10,NA,NA
"2985",2000,"March","New York","Restaurant","","","Norovirus genogroup I","","Confirmed",13,NA,NA
"2986",2000,"March","Ohio","Catering Service","","","Norovirus genogroup I","","Suspected",24,NA,NA
"2987",2000,"March","Ohio","Restaurant","","","Norovirus genogroup II","Unknown","Suspected",33,NA,0
"2988",2000,"March","Ohio","Restaurant","","","Norovirus genogroup II","Unknown","Confirmed",99,0,0
"2989",2000,"March","Ohio","Private Home/Residence; Grocery Store","","","","","",3,NA,NA
"2990",2000,"March","Ohio","Restaurant; Private Home/Residence","","","Norovirus genogroup I","","Suspected",21,1,0
"2991",2000,"March","Oregon","Restaurant","","","","","",7,0,0
"2992",2000,"March","Oregon","Private Home/Residence","","","","","",8,0,0
"2993",2000,"March","Pennsylvania","Restaurant","Unknown Food","","","","",30,0,0
"2994",2000,"March","Pennsylvania","School/College/University","Taco, Beef","Beef","Clostridium perfringens","","Confirmed",20,0,0
"2995",2000,"March","Pennsylvania","Private Home/Residence; Grocery Store; School/College/University","Strawberries","","","","",14,0,0
"2996",2000,"March","South Carolina","School/College/University","Ground Beef, Hamburger; Gelatin, Unspecified; Multiple Foods","","Norovirus genogroup I","","Suspected",117,1,0
"2997",2000,"March","South Dakota","Restaurant","Ham, Unspecified","","Norovirus genogroup I","","Confirmed",94,NA,0
"2998",2000,"March","Tennessee","Restaurant","","","","","",9,0,0
"2999",2000,"March","Tennessee","Restaurant","","","Norovirus genogroup I","","Confirmed",18,NA,0
"3000",2000,"March","Tennessee","Restaurant","","","Staphylococcus aureus","","Suspected",7,0,0
"3001",2000,"March","Tennessee","Restaurant","","","Staphylococcus aureus","","Confirmed",10,0,0
"3002",2000,"March","Utah","Restaurant","","","Salmonella enterica","Enteritidis","Confirmed",11,1,NA
"3003",2000,"March","Vermont","Restaurant","","","Salmonella enterica","Typhimurium","Confirmed",16,1,0
"3004",2000,"March","Virginia","Restaurant","Butter; Bagels; Iceberg Lettuce, Unspecified","","Norovirus genogroup I","","Confirmed",130,NA,NA
"3005",2000,"March","Washington","Restaurant","Salsa, Unspecified; Guacamole, Unspecified","","Hepatitis A","","Confirmed",4,0,0
"3006",2000,"March","Washington","Restaurant","Chicken Fried Rice; Chicken, Unspecified","","","","",3,0,0
"3007",2000,"March","Washington","Restaurant","Oysters, Raw","Oysters, Raw","Virus","","Suspected",4,0,0
"3008",2000,"March","Washington","Restaurant","Vegetable Dip, Unspecified","","","","",3,0,0
"3009",2000,"March","Washington","Restaurant","Noodles, Unspecified","Pasta","Staphylococcus aureus","","Suspected",2,0,0
"3010",2000,"March","Washington","Restaurant","Chicken Salad","Chicken","","","",2,0,0
"3011",2000,"March","Washington","Restaurant","Multiple Foods","","Norovirus genogroup I","","Suspected",11,0,0
"3012",2000,"March","Washington","Restaurant","","","Virus","","Suspected",2,0,0
"3013",2000,"March","Washington","Restaurant","Chicken, Unspecified","Chicken","","","",3,0,0
"3014",2000,"March","Washington DC","School/College/University","Sandwich, Tuna Salad; Sandwich, Chicken Salad","","Rotavirus","","Confirmed",108,NA,NA
"3015",2000,"March","Wisconsin","Restaurant","","","","","",12,1,0
"3016",2000,"March","Wisconsin","Restaurant","Multiple Cheeses, Unspecified; Fruit Salad","","Norovirus genogroup I","","Confirmed",23,0,0
"3017",2000,"April","Alabama","Restaurant","","","","","",5,NA,NA
"3018",2000,"April","Alabama","Restaurant","Liver, Chicken","","","","",2,0,0
"3019",2000,"April","Alabama","Restaurant","","","","","",2,NA,NA
"3020",2000,"April","Alabama","Restaurant","","","Bacillus cereus","","Suspected",6,0,0
"3021",2000,"April","Alabama","Restaurant","","","","","",3,NA,NA
"3022",2000,"April","Alabama","Restaurant","","","","","",4,NA,NA
"3023",2000,"April","California","Restaurant","","","","","",33,NA,NA
"3024",2000,"April","California","Restaurant","Chicken, Other","","Staphylococcus aureus","","Suspected",30,NA,NA
"3025",2000,"April","California","Restaurant","","","","","",30,NA,NA
"3026",2000,"April","California","Restaurant","","","","","",2,0,0
"3027",2000,"April","California","Restaurant","","","Norovirus genogroup I","","Suspected",16,NA,NA
"3028",2000,"April","California","Grocery Store","Chicken, Unspecified","","Salmonella enterica","Typhimurium","Confirmed",12,2,NA
"3029",2000,"April","California","Restaurant","Salad Dressing, Unspecified","","Norovirus genogroup I","","Suspected",27,0,0
"3030",2000,"April","California","Nursing Home/Assisted Living Facility","","","","","",13,1,NA
"3031",2000,"April","California","Restaurant","Shrimp Cocktail","","","","",5,NA,NA
"3032",2000,"April","California","Restaurant","","","Staphylococcus aureus","","Suspected",4,NA,NA
"3033",2000,"April","California","Private Home/Residence","Turkey Loaf; Shell Eggs, Boiled Hard","","Salmonella enterica","Thompson","Confirmed",6,2,NA
"3034",2000,"April","California","Restaurant","Green Salad","Leafy Green","Norovirus genogroup I","","Suspected",27,NA,NA
"3035",2000,"April","Colorado","Restaurant","Sandwich, Submarine","","Norovirus genogroup I","","Suspected",11,NA,0
"3036",2000,"April","Florida","Restaurant","Crab, Unspecified","","Vibrio parahaemolyticus","","Suspected",3,NA,NA
