"","Year","Month","State","Location","Food","Ingredient","Species","Serotype.Genotype","Status","Illnesses","Hospitalizations","Fatalities","location","food","species"
"4596",2001,"May","Pennsylvania","Private Home/Residence","","","Norovirus genogroup I","","Suspected",11,0,0,"3","NA","7"
"4597",2001,"May","Pennsylvania","Restaurant","Turkey And Gravy; Turkey, Unspecified","Turkey","","","",8,0,0,"1","1133","NA"
"4598",2001,"May","Pennsylvania","Unknown","","","Salmonella enterica","Enteritidis","Confirmed",4,1,0,"20","NA","3"
"4599",2001,"May","Tennessee","Restaurant; Catering Service","","","Norovirus unknown","","Suspected",20,0,0,"6","NA","20"
"4600",2001,"May","Tennessee","Restaurant","Chicken And Stuffing; Green Beans, Unspecified; Potato, Mashed","","Staphylococcus aureus","","Confirmed",12,0,0,"1","1134","8"
"4601",2001,"May","Tennessee","Private Home/Residence","","","Norovirus genogroup II","Unknown","Confirmed",23,0,0,"3","NA","19"
"4602",2001,"May","Texas","Catering Service","Caesar Salad; Seafood Salad","","Salmonella enterica","Group D1","Suspected",23,NA,NA,"5","1135","3"
"4603",2001,"May","Texas","Restaurant","Sandwich, Unspecified","","","","",7,NA,NA,"1","144","NA"
"4604",2001,"May","Texas","Restaurant; Catering Service","Cake, Unspecified","","Salmonella enterica","Enteritidis","Confirmed",29,0,0,"6","253","3"
"4605",2001,"May","Virginia","Religious Facility","Fruit Salad; Vegetable Tray","","Norovirus genogroup I","","Confirmed",75,0,0,"16","1136","7"
"4606",2001,"May","Washington","Restaurant","Lettuce-Based Salads Unspecified","","","","",9,0,0,"1","215","NA"
"4607",2001,"May","Washington","Restaurant","Refried Beans, Unspecified","","","","",2,0,0,"1","267","NA"
"4608",2001,"May","Washington","Restaurant","Potato Salad","","","","",2,0,0,"1","360","NA"
"4609",2001,"May","Washington","Restaurant","Chicken, Fried","","","","",6,0,0,"1","17","NA"
"4610",2001,"May","Washington","Restaurant","Chicken, Teriyaki","","","","",2,0,0,"1","878","NA"
"4611",2001,"May","West Virginia","School/College/University","Soup, Turkey","","Norovirus genogroup I","","Confirmed",40,0,0,"7","1137","7"
"4612",2001,"May","Wisconsin","Restaurant","","","Norovirus genogroup I","","Confirmed",6,0,0,"1","NA","7"
"4613",2001,"May","Wisconsin","Restaurant","","","Norovirus genogroup I","","Confirmed",24,1,0,"1","NA","7"
"4614",2001,"June","California","Restaurant","","","","","",4,NA,NA,"1","NA","NA"
"4615",2001,"June","California","Catering Service","Shortcake, Strawberry","","Norovirus genogroup I","","Suspected",42,NA,NA,"5","1138","7"
"4616",2001,"June","California","Restaurant; Private Home/Residence; Grocery Store","Honeydew Melon; Musk Melon; Watermelon","","Salmonella enterica","Poona","Confirmed",23,4,0,"26","1139","3"
"4617",2001,"June","California","Restaurant; Private Home/Residence","Chicken Salad","","Salmonella enterica","Enteritidis","Confirmed",17,0,0,"9","8","3"
"4618",2001,"June","California","Restaurant","","","","","",11,0,0,"1","NA","NA"
"4619",2001,"June","California","Private Home/Residence; Grocery Store","","","Shigella unknown","","Confirmed",8,0,0,"18","NA","62"
"4620",2001,"June","California","","Chicken, Unspecified; Shrimp Dishes Unspecified","","","","",18,0,0,"NA","1140","NA"
"4621",2001,"June","California","","Pizza, Meat","","","","",16,0,0,"NA","109","NA"
"4622",2001,"June","California","Restaurant","","","Campylobacter unknown","","Confirmed",5,NA,NA,"1","NA","10"
"4623",2001,"June","California","Restaurant","Chow Mein","","","","",6,0,0,"1","1096","NA"
"4624",2001,"June","California","Restaurant","Tuna, Unspecified","","","","",4,0,0,"1","147","NA"
"4625",2001,"June","California","Restaurant","","","","","",10,0,0,"1","NA","NA"
"4626",2001,"June","California","Unknown","Potato Salad","","Shigella sonnei","","Confirmed",9,1,NA,"20","360","15"
"4627",2001,"June","California","Restaurant","Burrito, Unspecified","","Staphylococcus aureus","","Confirmed",22,1,0,"1","68","8"
"4628",2001,"June","California","Catering Service","Taco, Beef","","Norovirus genogroup I","","Suspected",9,0,0,"5","89","7"
"4629",2001,"June","California","Restaurant","Shrimp Cocktail; Oysters, Raw","","Vibrio parahaemolyticus","","Confirmed",14,0,0,"1","1141","11"
"4630",2001,"June","California","Restaurant","Sour Cream; Guacamole","","","","",29,0,0,"1","368","NA"
"4631",2001,"June","California","Restaurant","","","Shigella unknown","","Confirmed",7,2,0,"1","NA","62"
"4632",2001,"June","California","Restaurant","","","","","",5,0,0,"1","NA","NA"
"4633",2001,"June","California","Restaurant","Stew/Chili, Unspecified; Ground Beef, Hamburger","Sauces/ Dressings","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",4,0,0,"1","1142","45"
"4634",2001,"June","California","Restaurant","Potato Salad","","Listeria monocytogenes; Norovirus genogroup I","","Suspected; Suspected",56,1,0,"1","360","70"
"4635",2001,"June","California","Restaurant","Burrito, Unspecified","","Clostridium perfringens","","Suspected",30,1,0,"1","68","6"
"4636",2001,"June","California","Restaurant","Pork, Unspecified","","Staphylococcus aureus","","Confirmed",8,0,0,"1","24","8"
"4637",2001,"June","California","Restaurant","Oysters, Raw; Seafood Dish, Unspecified","Shellfish","Vibrio cholerae","","Confirmed",4,0,0,"1","1143","34"
"4638",2001,"June","California","Restaurant","Sandwich, Deli","Turkey","Listeria monocytogenes","","Confirmed",28,0,0,"1","574","38"
"4639",2001,"June","Colorado","Restaurant","Iceberg Lettuce, Unspecified","","Norovirus unknown","","Suspected",12,0,0,"1","1144","20"
"4640",2001,"June","Colorado","Restaurant; Private Home/Residence","","","","","",40,0,0,"9","NA","NA"
"4641",2001,"June","Colorado","Private Home/Residence","Potato Salad","","Salmonella enterica","Newport","Confirmed",8,1,0,"3","360","3"
"4642",2001,"June","Connecticut","Nursing Home/Assisted Living Facility","","","Salmonella enterica","Saintpaul","Confirmed",5,2,0,"10","NA","3"
"4643",2001,"June","Connecticut","Restaurant","","","Campylobacter jejuni","","Confirmed",23,1,0,"1","NA","29"
"4644",2001,"June","Connecticut","Catering Service","Lettuce-Based Salads Unspecified","","Norovirus unknown","","Confirmed",34,0,0,"5","215","20"
"4645",2001,"June","Connecticut","Restaurant","Pizza, Meat","","Staphylococcus aureus","","Confirmed",2,0,0,"1","109","8"
"4646",2001,"June","Florida","Restaurant","","","","","",2,NA,NA,"1","NA","NA"
"4647",2001,"June","Florida","Restaurant","Pizza, Meat And Vegetable","","","","",8,NA,NA,"1","219","NA"
"4648",2001,"June","Florida","Restaurant","Chicken, Roasted","","","","",2,NA,NA,"1","569","NA"
"4649",2001,"June","Florida","Restaurant","Sandwich, Turkey","","","","",2,NA,NA,"1","283","NA"
"4650",2001,"June","Florida","Unknown","Sushi Rice","","","","",2,NA,NA,"20","1145","NA"
"4651",2001,"June","Florida","Restaurant","Beef, Other","","","","",2,NA,NA,"1","63","NA"
"4652",2001,"June","Florida","Restaurant","Sandwich, Bacon, Lettuce, Tomato","","Norovirus genogroup I","","Suspected",3,NA,NA,"1","1146","7"
"4653",2001,"June","Florida","Restaurant","Sandwich, Chicken; Pork, Unspecified; Coleslaw","","Norovirus genogroup I","","Suspected",7,NA,NA,"1","1147","7"
"4654",2001,"June","Florida","Restaurant","Fish Sandwich, Unspecified","","","","",2,NA,NA,"1","613","NA"
"4655",2001,"June","Florida","Restaurant","Multiple Foods","","Staphylococcus aureus","","Suspected",4,NA,NA,"1","37","8"
"4656",2001,"June","Florida","Restaurant","Carrots, Unspecified; Celery, Unspecified; Lettuce, Unspecified","","Norovirus genogroup I","","Suspected",4,NA,NA,"1","1148","7"
"4657",2001,"June","Florida","Unknown","Taco, Unspecified","","Staphylococcus aureus","","Suspected",2,NA,NA,"20","81","8"
"4658",2001,"June","Florida","Restaurant","Chicken, Unspecified","","","","",4,NA,NA,"1","16","NA"
"4659",2001,"June","Florida","Restaurant","Chicken, Buffalo Wings","","Salmonella enterica","Unknown","Confirmed",2,1,NA,"1","64","3"
"4660",2001,"June","Florida","Restaurant","Chow Mein; Egg Rolls","","Staphylococcus aureus","","Suspected",2,NA,NA,"1","1149","8"
"4661",2001,"June","Florida","Restaurant","Sandwich, Unspecified","","","","",2,NA,NA,"1","144","NA"
"4662",2001,"June","Florida","Restaurant","Pizza, Unspecified; Antipasta Salad","","","","",3,NA,NA,"1","1150","NA"
"4663",2001,"June","Florida","Restaurant","Multiple Foods","","","","",4,NA,NA,"1","37","NA"
"4664",2001,"June","Florida","Restaurant","Salsa, Unspecified; Chips, Unspecified; Sopapilla","","Clostridium perfringens","","Suspected",5,NA,NA,"1","1151","6"
"4665",2001,"June","Florida","Restaurant","Sandwich, Turkey Club","","","","",11,1,NA,"1","1152","NA"
"4666",2001,"June","Florida","Restaurant","Taco, Beef","","","","",6,NA,NA,"1","89","NA"
"4667",2001,"June","Florida","Restaurant; Grocery Store","Sandwich, Submarine","","Norovirus unknown","","Suspected",6,2,NA,"8","138","20"
"4668",2001,"June","Georgia","Fair/Festival","Bbq, Unspecified","","Staphylococcus aureus","","Confirmed",20,NA,NA,"21","576","8"
"4669",2001,"June","Georgia","Restaurant","","","Norovirus genogroup I","","Suspected",4,0,0,"1","NA","7"
"4670",2001,"June","Georgia","Restaurant","","","","","",3,0,0,"1","NA","NA"
"4671",2001,"June","Georgia","Restaurant","","","","","",5,0,0,"1","NA","NA"
"4672",2001,"June","Hawaii","Restaurant","Fish, Ahi","","Scombroid toxin","","Confirmed",2,0,0,"1","3","2"
"4673",2001,"June","Hawaii","","Fish, Ahi","","Scombroid toxin","","Confirmed",6,0,0,"NA","3","2"
"4674",2001,"June","Hawaii","Restaurant","","","Clostridium perfringens","","Confirmed",6,0,0,"1","NA","6"
"4675",2001,"June","Hawaii","Private Home/Residence","Fish, Kole","","Ciguatoxin","","Confirmed",2,0,0,"3","646","12"
"4676",2001,"June","Idaho","Private Home/Residence","Ice Cream, Homemade","Egg","Salmonella enterica","Enteritidis","Confirmed",12,4,0,"3","347","3"
"4677",2001,"June","Illinois","Restaurant","Ground Beef, Meatballs; Quesadilla, Chicken","","Norovirus genogroup I","","Suspected",27,1,0,"1","1153","7"
"4678",2001,"June","Illinois","Restaurant","","","Norovirus genogroup I","","Suspected",8,0,0,"1","NA","7"
"4679",2001,"June","Illinois","Restaurant","","","Salmonella enterica","Enteritidis","Confirmed",6,2,0,"1","NA","3"
"4680",2001,"June","Illinois","Restaurant","Chicken, Tetrazini","","Clostridium perfringens","","Confirmed",3,0,0,"1","1154","6"
"4681",2001,"June","Illinois","Catering Service","","","Norovirus genogroup I","","Suspected",10,0,0,"5","NA","7"
"4682",2001,"June","Iowa","Unknown","","","","","",15,NA,NA,"20","NA","NA"
"4683",2001,"June","Louisiana","Unknown","Grapefruit, Unspecified; Fruit Salad","","Norovirus genogroup I","","Confirmed",55,1,0,"20","1155","7"
"4684",2001,"June","Maine","School/College/University","Fajita, Chicken","","","","",54,NA,NA,"7","896","NA"
"4685",2001,"June","Maine","School/College/University","","","","","",7,NA,NA,"7","NA","NA"
"4686",2001,"June","Maine","Restaurant","","","Salmonella enterica","Enteritidis","Confirmed",6,NA,NA,"1","NA","3"
"4687",2001,"June","Maryland","Restaurant","Pizza, Unspecified","","Staphylococcus aureus","","Suspected",7,NA,NA,"1","42","8"
"4688",2001,"June","Maryland","Restaurant","Fried Rice, Unspecified; Chicken, Sweet And Sour","Chicken","","","",4,0,0,"1","1156","NA"
"4689",2001,"June","Maryland","Restaurant","Fried Rice, Unspecified; Mussels, Steamed","","","","",6,NA,NA,"1","1157","NA"
"4690",2001,"June","Maryland","Restaurant","Tuna, Unspecified","","Scombroid toxin","","Suspected",3,0,0,"1","147","2"
"4691",2001,"June","Maryland","Restaurant","","","","","",2,NA,NA,"1","NA","NA"
"4692",2001,"June","Maryland","Restaurant","Crab Newburgh; Green Salad","","Norovirus unknown","","Suspected",36,0,0,"1","1158","20"
"4693",2001,"June","Maryland","Restaurant","","","Norovirus genogroup I","GI_1","Confirmed",5,0,0,"1","NA","7"
"4694",2001,"June","Maryland","Restaurant","Chicken, Unspecified","Chicken","","","",2,NA,NA,"1","16","NA"
"4695",2001,"June","Maryland","Restaurant","","","Salmonella enterica","Unknown","Confirmed",3,1,0,"1","NA","3"
"4696",2001,"June","Maryland","Restaurant; Grocery Store","","","Salmonella enterica","Montevideo","Confirmed",6,0,0,"8","NA","3"
"4697",2001,"June","Maryland","Private Home/Residence","Seafood Pasta; Spaghetti, Unspecified; Deli Tray","","Salmonella enterica","Enteritidis","Confirmed",26,3,0,"3","1159","3"
"4698",2001,"June","Massachusetts","Restaurant","Ice; Steak, Other; Salad Dressing, Unspecified","","Salmonella enterica","Enteritidis","Confirmed",136,6,0,"1","1160","3"
"4699",2001,"June","Massachusetts","Catering Service","Goat Cheese/Chevre, Unspecified; Tomato, Unspecified; Pastry, Unspecified","","Norovirus genogroup I","","Suspected",20,0,0,"5","1161","7"
"4700",2001,"June","Massachusetts","School/College/University","Lettuce-Based Salads Unspecified; Bread, Garlic Bread","","Norovirus genogroup I","","Suspected",96,NA,0,"7","1162","7"
"4701",2001,"June","Michigan","Private Home/Residence","","","Norovirus unknown","","Confirmed",32,0,0,"3","NA","20"
"4702",2001,"June","Michigan","Restaurant","Chicken, Nuggets/Fingers","","Staphylococcus aureus","","Suspected",3,NA,NA,"1","92","8"
"4703",2001,"June","Michigan","Private Home/Residence","","","Norovirus unknown","","Confirmed",32,0,0,"3","NA","20"
"4704",2001,"June","Michigan","Restaurant","","","","","",4,0,0,"1","NA","NA"
"4705",2001,"June","Michigan","Restaurant","Ethnic Style, Unspecified; Fried Rice, Unspecified","","Bacillus cereus","","Confirmed",5,0,0,"1","1163","9"
"4706",2001,"June","Michigan","Camp","","","Salmonella enterica","Typhimurium","Confirmed",6,0,0,"11","NA","3"
"4707",2001,"June","Minnesota","Restaurant","Eggs, Unspecified","Egg","Salmonella enterica","Enteritidis","Confirmed",16,4,0,"1","43","3"
"4708",2001,"June","Multistate","Unknown","Eggs, Unspecified","","Salmonella enterica","Enteritidis","Confirmed",113,0,0,"20","43","3"
"4709",2001,"June","Multistate","Unknown","","","Salmonella enterica","Enteritidis","Confirmed",2,1,0,"20","NA","3"
"4710",2001,"June","Nebraska","Camp","Potato Salad","","Campylobacter jejuni","","Confirmed",24,1,0,"11","360","29"
"4711",2001,"June","New York","Catering Service","Potato Salad","","Campylobacter jejuni","","Confirmed",16,NA,NA,"5","360","29"
"4712",2001,"June","New York","Restaurant","","","Salmonella enterica","Enteritidis","Confirmed",7,0,0,"1","NA","3"
"4713",2001,"June","New York","Private Home/Residence","Chicken, Baked","","Salmonella enterica","Enteritidis","Confirmed",15,4,NA,"3","406","3"
"4714",2001,"June","New York","","Vegetable Tray","","Norovirus unknown","","Suspected",33,NA,NA,"NA","1164","20"
"4715",2001,"June","New York","Catering Service","Multiple Foods","","Norovirus unknown","","Confirmed",121,NA,NA,"5","37","20"
"4716",2001,"June","New York","Restaurant","Ground Beef, Meatballs","","Clostridium perfringens","","Confirmed",6,NA,NA,"1","287","6"
"4717",2001,"June","New York","Restaurant","","","Norovirus unknown","","Confirmed",16,NA,NA,"1","NA","20"
"4718",2001,"June","New York","Restaurant","Sandwich, Chicken Parmesan; Sandwich, Beef","","Campylobacter unknown","","Confirmed",3,NA,NA,"1","1165","10"
"4719",2001,"June","New York","Catering Service","Multiple Foods","","Norovirus genogroup I","","Confirmed",25,NA,NA,"5","37","7"
"4720",2001,"June","New York","Private Home/Residence","Multiple Foods","","Staphylococcus aureus","","Suspected",35,NA,NA,"3","37","8"
"4721",2001,"June","New York","Catering Service","","","","","",13,NA,NA,"5","NA","NA"
"4722",2001,"June","New York","Restaurant; Catering Service","Pork, Roasted","","Salmonella enterica","Uganda","Confirmed",21,1,0,"6","282","3"
"4723",2001,"June","New York","","Multiple Foods; Multiple Foods","","Norovirus genogroup I","","Confirmed",14,NA,NA,"NA","1166","7"
"4724",2001,"June","Ohio","Restaurant","Lettuce-Based Salads Unspecified","","Norovirus genogroup I","","Confirmed",31,NA,0,"1","215","7"
"4725",2001,"June","Ohio","Fair/Festival","Lemonade, Unspecified","","Norovirus genogroup II","Unknown","Confirmed",4,0,0,"21","428","19"
"4726",2001,"June","Ohio","Private Home/Residence","Ground Beef, Meatloaf","","Bacillus cereus; Staphylococcus aureus","","Suspected; Suspected",3,0,0,"3","437","51"
"4727",2001,"June","Ohio","Private Home/Residence","Chicken, Other; Lettuce-Based Salads Unspecified","Chicken","Campylobacter unknown","","Suspected",3,0,0,"3","1167","10"
"4728",2001,"June","Ohio","Restaurant; Catering Service","","","Norovirus genogroup II","Unknown","Confirmed",6,0,0,"6","NA","19"
"4729",2001,"June","Oregon","Restaurant","","","","","",2,0,0,"1","NA","NA"
"4730",2001,"June","Oregon","Unknown","","","","","",8,0,0,"20","NA","NA"
"4731",2001,"June","Pennsylvania","Catering Service","Pie, Merengue; Eggs, Other","","Salmonella enterica","Enteritidis","Confirmed",12,3,0,"5","1168","3"
"4732",2001,"June","Rhode Island","Private Home/Residence","Fish, Baracuda","","Ciguatoxin","","Confirmed",2,2,0,"3","208","12"
"4733",2001,"June","Texas","Restaurant","","","Bacillus cereus","","Suspected",17,0,0,"1","NA","9"
"4734",2001,"June","Texas","Prison/Jail","Chicken, Casserole","","Clostridium perfringens","","Confirmed",100,NA,NA,"14","1100","6"
"4735",2001,"June","Texas","Fair/Festival","Tea, Unspecified","","","","",31,3,0,"21","469","NA"
"4736",2001,"June","Texas","Camp","Beans, Bbq","","Salmonella enterica","Panama","Confirmed",134,0,0,"11","859","3"
"4737",2001,"June","Utah","Restaurant","Milkshake","","Hepatitis A","","Confirmed",8,1,0,"1","462","14"
"4738",2001,"June","Virginia","Restaurant","","","Salmonella enterica","Enteritidis","Confirmed",28,5,0,"1","NA","3"
"4739",2001,"June","Washington","","","","Norovirus unknown","","Confirmed",37,1,0,"NA","NA","20"
"4740",2001,"June","Washington","School/College/University","Green Salad","","Norovirus unknown","","Suspected",37,0,0,"7","151","20"
"4741",2001,"June","Washington","Restaurant","Cantaloupe; Pineapple, Unspecified","","","","",4,0,0,"1","1086","NA"
"4742",2001,"June","Washington","Restaurant","","","","","",3,0,0,"1","NA","NA"
"4743",2001,"June","Washington","Restaurant","","","Shigella sonnei","","Confirmed",2,0,0,"1","NA","15"
"4744",2001,"June","Washington","Restaurant","Sandwich, Turkey","","","","",4,0,0,"1","283","NA"
"4745",2001,"June","Washington DC","Restaurant","Sandwich, Other Specialty","","Salmonella enterica","Braenderup","Confirmed",21,NA,NA,"1","227","3"
"4746",2001,"June","Wisconsin","Restaurant","Chicken, Grilled","","Salmonella enterica","Braenderup","Confirmed",21,0,0,"1","1169","3"
"4747",2001,"June","Wyoming","Catering Service","","","Norovirus unknown","","Suspected",65,0,0,"5","NA","20"
"4748",2001,"July","Alaska","Unknown","Fish, White","","Clostridium botulinum","","Confirmed",2,NA,NA,"20","311","30"
"4749",2001,"July","California","Restaurant","","","","","",6,0,0,"1","NA","NA"
"4750",2001,"July","California","Grocery Store","Chicken, Fried","","Norovirus genogroup I","","Suspected",19,0,0,"4","17","7"
"4751",2001,"July","California","Restaurant","Multiple Foods","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",44,0,0,"1","37","45"
"4752",2001,"July","California","Restaurant","Lettuce-Based Salads Unspecified","","Norovirus genogroup I","","Suspected",5,1,0,"1","215","7"
"4753",2001,"July","California","Restaurant","Beans, Unspecified","","Clostridium perfringens","","Suspected",4,0,0,"1","546","6"
"4754",2001,"July","California","Restaurant","Ham, Unspecified","","","","",4,0,0,"1","165","NA"
"4755",2001,"July","California","Catering Service","","","Norovirus genogroup I","","Suspected",9,0,0,"5","NA","7"
"4756",2001,"July","California","Restaurant","Vegetable-Based Salads Unspecified","","","","",16,0,0,"1","1035","NA"
"4757",2001,"July","California","Restaurant","Burrito, Chicken","","Bacillus cereus","","Suspected",5,0,0,"1","30","9"
"4758",2001,"July","California","Restaurant","","","","","",10,0,0,"1","NA","NA"
"4759",2001,"July","California","Restaurant; Catering Service","Fruit Salad; Caesar Salad","Leafy Green","","","",15,1,0,"6","1170","NA"
"4760",2001,"July","California","","Homemade Cheese, Unpasteurized","Milk","Brucella unknown","","Confirmed",4,NA,0,"NA","873","71"
"4761",2001,"July","California","Restaurant","Fish, Escolar","Fin Fish","Scombroid toxin","","Confirmed",3,2,0,"1","393","2"
"4762",2001,"July","California","Restaurant","","","","","",12,0,0,"1","NA","NA"
"4763",2001,"July","California","Restaurant","Seafood Dish, Unspecified","","","","",6,0,0,"1","656","NA"
"4764",2001,"July","California","Camp","","","","","",60,0,0,"11","NA","NA"
"4765",2001,"July","California","Unknown","Celery, Unspecified","Leafy Green","Norovirus unknown","","Suspected",19,NA,NA,"20","1171","20"
"4766",2001,"July","California","Restaurant","Fish, Mahi Mahi","Fin Fish","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",3,0,0,"1","28","45"
"4767",2001,"July","California","","","","Salmonella enterica","Poona","Suspected",37,1,0,"NA","NA","3"
"4768",2001,"July","California","Restaurant","Unspecified Vegetables","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",4,0,0,"1","182","45"
"4769",2001,"July","Colorado","Prison/Jail","Ground Beef, Hamburger","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",13,5,0,"14","74","24"
"4770",2001,"July","Colorado","Restaurant","Fruit Salad","","Virus","","Suspected",32,0,0,"1","195","5"
"4771",2001,"July","Colorado","Restaurant","Pinto Beans; Peppers, Chili","","Clostridium perfringens","","Suspected",7,NA,NA,"1","1172","6"
"4772",2001,"July","Connecticut","Restaurant","Chicken, Other","","Salmonella enterica","Typhimurium","Confirmed",7,0,0,"1","65","3"
"4773",2001,"July","Connecticut","Restaurant","Lettuce-Based Salads Unspecified","","","","",67,0,0,"1","215","NA"
"4774",2001,"July","Florida","Grocery Store","Shrimp, Unspecified","","","","",3,NA,NA,"4","91","NA"
"4775",2001,"July","Florida","Restaurant","","","","","",3,NA,NA,"1","NA","NA"
"4776",2001,"July","Florida","Restaurant","","","","","",4,NA,NA,"1","NA","NA"
"4777",2001,"July","Florida","Restaurant","Tuna, Unspecified","","","","",2,NA,NA,"1","147","NA"
"4778",2001,"July","Florida","Restaurant","Fish, Mahi Mahi","","Histamine","","Suspected",3,NA,NA,"1","28","58"
"4779",2001,"July","Florida","Restaurant","","","","","",3,NA,NA,"1","NA","NA"
"4780",2001,"July","Florida","Catering Service","Fish, Bacalao (Dried Cod)","","Salmonella enterica","Unknown","Suspected",2,1,NA,"5","1173","3"
"4781",2001,"July","Florida","Restaurant","Sandwich, Chicken","","Staphylococcus aureus","","Suspected",4,NA,NA,"1","15","8"
"4782",2001,"July","Florida","Restaurant","Beef, Other; Fried Onions/Onion Rings, Unspecified","","","","",2,1,NA,"1","1174","NA"
"4783",2001,"July","Florida","Restaurant","Wonton, Unspecified; Rice, Unspecified; Shrimp, Unspecified","","","","",2,NA,NA,"1","1175","NA"
"4784",2001,"July","Florida","Restaurant","Greek Salad","","Staphylococcus aureus","","Suspected",2,NA,NA,"1","11","8"
"4785",2001,"July","Florida","Hospital","Chicken, Cordon Bleu","","","","",3,NA,NA,"12","752","NA"
"4786",2001,"July","Florida","Restaurant","Chicken And Noodles","","Salmonella enterica","Group B","Confirmed",2,NA,NA,"1","200","3"
"4787",2001,"July","Florida","Restaurant","Chicken, Other","","Salmonella enterica","Unknown","Confirmed",2,NA,NA,"1","65","3"
"4788",2001,"July","Florida","Restaurant","Taco, Beef","","","","",2,NA,NA,"1","89","NA"
"4789",2001,"July","Florida","Catering Service; School/College/University","Chicken, Marsala","","","","",19,NA,NA,"22","588","NA"
"4790",2001,"July","Florida","Restaurant","","","","","",3,NA,NA,"1","NA","NA"
"4791",2001,"July","Florida","Restaurant; Catering Service","","","","","",20,NA,NA,"6","NA","NA"
"4792",2001,"July","Florida","Private Home/Residence","Fish, Tilapia","","","","",2,NA,NA,"3","1176","NA"
"4793",2001,"July","Florida","Restaurant","Multiple Foods","","Norovirus unknown","","Confirmed",35,NA,NA,"1","37","20"
"4794",2001,"July","Florida","Restaurant","Sandwich, Submarine","","Staphylococcus aureus","","Suspected",6,NA,NA,"1","138","8"
"4795",2001,"July","Florida","Restaurant","Milkshake","","","","",4,NA,NA,"1","462","NA"
"4796",2001,"July","Florida","Restaurant","Fried Rice, Unspecified","","Bacillus cereus","","Suspected",8,0,0,"1","185","9"
"4797",2001,"July","Georgia","Private Home/Residence","","","Norovirus unknown","","Confirmed",11,0,0,"3","NA","20"
"4798",2001,"July","Georgia","Unknown","Ice","","Norovirus genogroup I","","Suspected",30,0,0,"20","82","7"
"4799",2001,"July","Georgia","Restaurant","","","","","",17,0,0,"1","NA","NA"
"4800",2001,"July","Hawaii","Restaurant","","","","","",2,0,0,"1","NA","NA"
"4801",2001,"July","Hawaii","Private Home/Residence","Fish, Kole","","Ciguatoxin","","Confirmed",4,0,0,"3","646","12"
"4802",2001,"July","Hawaii","Unknown","Fish, Kole","","Ciguatoxin","","Confirmed",3,0,0,"20","646","12"
"4803",2001,"July","Hawaii","Restaurant","Fish, Goatfish (Weke), Unspecified","","Ciguatoxin","","Confirmed",3,0,0,"1","210","12"
"4804",2001,"July","Hawaii","Private Home/Residence","Fish, Mullett","","Ciguatoxin","","Confirmed",2,0,0,"3","1177","12"
"4805",2001,"July","Illinois","Restaurant","","","Staphylococcus aureus; Bacillus cereus","","Suspected; Suspected",2,0,0,"1","NA","47"
"4806",2001,"July","Illinois","","Water; Steak, Other","","Norovirus genogroup I","","Suspected",51,0,0,"NA","1178","7"
"4807",2001,"July","Illinois","Restaurant","","","Clostridium perfringens; Bacillus cereus","","Suspected; Suspected",6,0,0,"1","NA","50"
"4808",2001,"July","Illinois","Nursing Home/Assisted Living Facility","","","Salmonella enterica","Enteritidis","Confirmed",47,4,0,"10","NA","3"
"4809",2001,"July","Illinois","Restaurant","","","Salmonella enterica","Typhimurium","Confirmed",4,4,0,"1","NA","3"
"4810",2001,"July","Illinois","Private Home/Residence","Ground Beef, Hamburger","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",19,8,0,"3","74","24"
"4811",2001,"July","Illinois","Private Home/Residence","","","Norovirus genogroup I","","Suspected",15,0,0,"3","NA","7"
"4812",2001,"July","Illinois","Private Home/Residence; Religious Facility","Lemonade, Unspecified","","Norovirus genogroup II","Other","Confirmed",20,0,0,"17","428","19"
"4813",2001,"July","Illinois","Restaurant","","","Staphylococcus aureus; Bacillus cereus","","Suspected; Suspected",3,0,0,"1","NA","47"
"4814",2001,"July","Illinois","Restaurant","","","","","",3,0,0,"1","NA","NA"
"4815",2001,"July","Kansas","Restaurant","","","","","",13,0,0,"1","NA","NA"
"4816",2001,"July","Maryland","Restaurant","Seafood Pasta","","Salmonella enterica","Enteritidis","Confirmed",2,1,0,"1","350","3"
"4817",2001,"July","Maryland","","Cake, Unspecified","","Norovirus genogroup I","GI_1","Confirmed",6,0,0,"NA","253","7"
"4818",2001,"July","Massachusetts","Restaurant","Bearnaise Sauce","","Salmonella enterica","Enteritidis","Confirmed",46,NA,0,"1","599","3"
"4819",2001,"July","Massachusetts","Catering Service","Mesclun Mix, Unspecified","","Norovirus genogroup I","","Suspected",24,0,0,"5","1179","7"
"4820",2001,"July","Massachusetts","Catering Service; Religious Facility","Cheese Dish, Other; Rice Dishes, Unspecified","","","","",19,0,0,"47","1180","NA"
"4821",2001,"July","Michigan","Restaurant","","","","","",39,0,0,"1","NA","NA"
"4822",2001,"July","Michigan","Restaurant","","","","","",4,NA,NA,"1","NA","NA"
"4823",2001,"July","Michigan","Restaurant; Office/Indoor Workplace","Egg Salad/Egg Salad Sandwich; Tuna Salad","","Salmonella enterica","","Confirmed",34,2,0,"48","1181","3"
