Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2001,March,California,Restaurant,"Oysters, Raw",NA,Norovirus genogroup I,NA,Confirmed,8,NA,NA
2001,March,California,Restaurant,NA,NA,NA,NA,NA,8,0,0
2001,March,California,Restaurant,NA,NA,NA,NA,NA,3,0,0
2001,March,California,Restaurant,NA,NA,NA,NA,NA,4,0,0
2001,March,California,Restaurant,"Chicken, Other",Chicken,Campylobacter jejuni,NA,Confirmed,3,0,0
2001,March,California,NA,NA,NA,Norovirus genogroup I,NA,Confirmed,32,3,0
2001,March,California,Grocery Store,"Chicken, Other",NA,Staphylococcus aureus,NA,Suspected,6,0,0
2001,March,California,Restaurant,"Sushi, Unspecified",NA,NA,NA,NA,2,NA,NA
2001,March,California,Restaurant,House Salad,NA,Chemical or toxin,NA,Suspected,24,0,0
2001,March,California,NA,Taco Or Nacho Salad,Beef; Leafy Green,NA,NA,NA,23,0,0
2001,March,California,Restaurant,Oysters,NA,Norovirus unknown,NA,Confirmed,38,NA,NA
2001,March,Connecticut,NA,Crab Salad,Shellfish,Vibrio parahaemolyticus,NA,Confirmed,2,0,0
2001,March,Florida,Restaurant,Omelette,NA,NA,NA,NA,3,1,NA
2001,March,Florida,Restaurant,"Manicotti, Unspecified",NA,NA,NA,NA,3,NA,NA
2001,March,Florida,Unknown,NA,NA,NA,NA,NA,2,NA,NA
2001,March,Florida,Restaurant,"Shrimp, Unspecified",NA,Neurotoxic shellfish poison,NA,Suspected,2,NA,NA
2001,March,Florida,Grocery Store,"Ham, Unspecified",NA,NA,NA,NA,2,NA,NA
2001,March,Florida,Restaurant,"Ground Beef, Hamburger",NA,NA,NA,NA,3,NA,NA
2001,March,Florida,Restaurant,NA,NA,NA,NA,NA,4,NA,NA
2001,March,Florida,Restaurant,"Fried Rice, Unspecified; Chicken, Unspecified; Crab Dishes",NA,NA,NA,NA,2,NA,NA
2001,March,Florida,Restaurant,"Chicken, Unspecified",NA,NA,NA,NA,4,NA,NA
2001,March,Florida,Grocery Store,"Sandwich, Cuban",NA,NA,NA,NA,3,NA,NA
2001,March,Florida,Restaurant,"Steak, Other",NA,NA,NA,NA,4,NA,NA
2001,March,Florida,Catering Service,"Melon, Unspecified",NA,NA,NA,NA,33,NA,NA
2001,March,Florida,Restaurant,"Chicken, Fried",NA,Staphylococcus aureus,NA,Suspected,4,NA,NA
2001,March,Florida,Restaurant,Unspecified Fish,NA,NA,NA,NA,2,NA,NA
2001,March,Florida,Restaurant,"Ethnic Style, Buffet",NA,Staphylococcus aureus,NA,Suspected,4,NA,NA
2001,March,Florida,Nursing Home/Assisted Living Facility,NA,NA,Norovirus genogroup II,Unknown,Confirmed,41,0,0
2001,March,Florida,Restaurant,Clam Chowder,NA,NA,NA,NA,3,NA,NA
2001,March,Florida,Catering Service,NA,NA,NA,NA,NA,19,NA,NA
2001,March,Florida,Restaurant,"Fruit Salad; Carrots, Unspecified",NA,Norovirus unknown,NA,Suspected,48,NA,NA
2001,March,Florida,Prison/Jail,"Beef, Creamed/Chipped",Beef,Clostridium perfringens,NA,Confirmed,39,0,0
2001,March,Georgia,Restaurant,"Biscuit, Unspecified; Crab, Steamed; Shrimp, Unspecified",NA,NA,NA,NA,7,0,0
2001,March,Georgia,Restaurant,NA,NA,NA,NA,NA,6,0,0
2001,March,Hawaii,Restaurant,"Turkey, Unspecified",NA,NA,NA,NA,8,0,0
2001,March,Hawaii,Unknown,"Fish, Mahi Mahi",Fin Fish,Scombroid toxin,NA,Confirmed,3,NA,NA
2001,March,Illinois,Restaurant,NA,NA,Staphylococcus aureus; Bacillus cereus,NA,Suspected; Suspected,10,0,0
2001,March,Illinois,NA,NA,NA,Norovirus genogroup II,Unknown,Confirmed,40,2,0
2001,March,Illinois,Private Home/Residence,"Pork, Pigs Feet",NA,Salmonella enterica,Enteritidis,Confirmed,4,3,0
2001,March,Indiana,Restaurant,NA,NA,Norovirus genogroup I,NA,Suspected,26,0,0
2001,March,Kansas,Restaurant,House Salad; Water,NA,Norovirus unknown,NA,Confirmed,15,1,0
2001,March,Louisiana,Restaurant,"Macaroni And Cheese; Ground Beef, Other; Peppers, Green",NA,Salmonella enterica,Heidelberg,Confirmed,93,18,1
2001,March,Maryland,Restaurant,"Rice, Unspecified; Coleslaw",NA,NA,NA,NA,3,0,0
2001,March,Maryland,Restaurant,"Oysters, Raw",NA,Norovirus genogroup II,Unknown,Confirmed,8,0,0
2001,March,Maryland,Restaurant; Private Home/Residence; Grocery Store,NA,NA,NA,NA,NA,2,NA,NA
2001,March,Maryland,Restaurant; Private Home/Residence; Grocery Store,NA,NA,NA,NA,NA,9,NA,NA
2001,March,Maryland,Restaurant,NA,NA,NA,NA,NA,3,NA,NA
2001,March,Maryland,Restaurant,NA,NA,Norovirus genogroup I,NA,Confirmed,13,NA,NA
2001,March,Maryland,Restaurant,NA,NA,NA,NA,NA,2,NA,NA
2001,March,Massachusetts,Catering Service,NA,NA,Norovirus genogroup I,NA,Confirmed,28,NA,NA
2001,March,Michigan,Restaurant,NA,NA,NA,NA,NA,7,0,0
2001,March,Michigan,Restaurant,Green Beans,Legume,Norovirus unknown,NA,Confirmed,30,0,0
2001,March,Michigan,Restaurant,NA,NA,NA,NA,NA,11,0,0
2001,March,Michigan,Restaurant; Catering Service,"Chicken, Other; Green Beans, Unspecified",Chicken; Egg,NA,NA,NA,31,NA,0
2001,March,Michigan,Restaurant,"Chicken, Bbq; Chicken, Fried",NA,NA,NA,NA,10,0,0
2001,March,Michigan,Restaurant,"Ice Cream, Commercial",NA,NA,NA,NA,3,0,0
2001,March,Michigan,Private Home/Residence,"Pizza, Vegetable",NA,NA,NA,NA,8,0,0
2001,March,Michigan,Restaurant,NA,NA,NA,NA,NA,4,0,0
2001,March,Michigan,Restaurant,"Pasta, Unspecified",NA,NA,NA,NA,2,0,0
2001,March,Michigan,Restaurant,NA,NA,NA,NA,NA,3,0,0
2001,March,Minnesota,Office/Indoor Workplace,"Cantaloupe; Pineapple, Unspecified",NA,Norovirus genogroup I,NA,Confirmed,42,0,0
2001,March,Minnesota,Restaurant,"Steak, Prime Rib",NA,Norovirus genogroup I,NA,Confirmed,14,0,0
2001,March,Minnesota,Private Home/Residence,"Whole Milk, Unpasteurized",NA,Campylobacter jejuni,NA,Confirmed,4,0,0
2001,March,Minnesota,Restaurant,"Oysters, Raw",NA,Norovirus genogroup I,NA,Confirmed,14,0,0
2001,March,Minnesota,Private Home/Residence; Grocery Store,"Sandwich, Ham",NA,Norovirus genogroup I,NA,Confirmed,11,0,0
2001,March,Minnesota,Catering Service,"Sandwich, Chicken",NA,Norovirus genogroup I,NA,Suspected,6,0,0
2001,March,Multistate,Private Home/Residence,"Mango, Unspecified","Fruit, Unspecified",Salmonella enterica,Saintpaul,Confirmed,26,1,0
2001,March,New York,Unknown,"Chicken, Other",NA,Salmonella enterica,NA,Suspected,13,NA,NA
2001,March,New York,NA,Tarantulas,NA,Chemical or toxin,NA,Confirmed,15,NA,NA
2001,March,New York,Restaurant,NA,NA,NA,NA,NA,4,NA,NA
2001,March,Ohio,Restaurant,"Chicken, Other",Chicken,Clostridium perfringens,NA,Confirmed,13,0,0
2001,March,Ohio,Restaurant,Egg Rolls,NA,NA,NA,NA,3,0,0
2001,March,Ohio,Private Home/Residence,NA,NA,Norovirus genogroup II,Unknown,Suspected,40,1,0
2001,March,Ohio,Catering Service,"Sandwich, Unspecified",NA,Norovirus genogroup II,Unknown,Confirmed,50,1,0
2001,March,Ohio,Restaurant,"Eggs, Unspecified",NA,Salmonella enterica,Enteritidis,Confirmed,92,7,0
2001,March,Ohio,Unknown,NA,NA,Norovirus genogroup II,Unknown,Confirmed,3,0,0
2001,March,Oregon,Unknown,NA,NA,NA,NA,NA,6,0,0
2001,March,Pennsylvania,Restaurant,Pasta Salad,NA,NA,NA,NA,24,0,0
2001,March,Pennsylvania,Restaurant,"Mixed Fruit; Deli Meat, Multiple",NA,Norovirus genogroup I,NA,Suspected,12,NA,NA
2001,March,Pennsylvania,Restaurant,"Potato, Mashed",NA,NA,NA,NA,10,1,0
2001,March,South Carolina,Prison/Jail,NA,NA,Norovirus genogroup I,NA,Suspected,183,NA,NA
2001,March,South Carolina,Prison/Jail,Tuna Salad; Salad Bar,NA,Salmonella enterica,Enteritidis,Confirmed,552,0,0
2001,March,Tennessee,Restaurant,Multiple Salads,NA,Norovirus unknown,NA,Confirmed,200,0,0
2001,March,Texas,Restaurant,NA,NA,NA,NA,NA,2,0,0
2001,March,Texas,Unknown,"Barbecue Sauce; Beans, Bbq",NA,Bacillus cereus; Norovirus genogroup I,NA,Confirmed; Suspected,28,NA,NA
2001,March,Virginia,Restaurant,"Meat, Unspecified; Unspecified Vegetables",NA,Norovirus genogroup I,NA,Suspected,80,1,0
2001,March,Washington,Restaurant,"Quail, Unspecified",NA,Campylobacter jejuni,NA,Confirmed,2,0,0
2001,March,Washington,Restaurant,"Turkey, Unspecified; Ham, Unspecified",NA,Norovirus unknown,NA,Confirmed,16,0,0
2001,March,Washington,Private Home/Residence,"Lettuce-Based Salads Unspecified; Bread, Unspecified",NA,Norovirus unknown,NA,Suspected,17,0,0
2001,March,Washington,Restaurant,Liquor,NA,Chemical or toxin,NA,Suspected,2,0,0
2001,March,Washington,Restaurant,"Pad Thai, Unspecified",NA,NA,NA,NA,2,0,0
2001,March,Washington,Restaurant,Chow Mein,NA,NA,NA,NA,2,0,0
2001,March,Washington,Restaurant,"Cake, Chocolate",NA,Norovirus genogroup I,NA,Suspected,21,0,0
2001,March,Washington,Restaurant,NA,NA,NA,NA,NA,3,0,0
2001,March,Washington,Restaurant,Chow Mein,NA,NA,NA,NA,2,0,0
2001,March,Washington,Restaurant,"Rice, White; Chicken, Teriyaki",NA,NA,NA,NA,5,0,0
2001,March,Washington,Grocery Store,"Chicken, Nuggets/Fingers",NA,Salmonella enterica,NA,Suspected,6,0,0
2001,April,Arizona,School/College/University,"Tofu, Unspecified",NA,NA,NA,NA,31,0,0
2001,April,California,Restaurant,"Sushi, Unspecified",Rice,Clostridium perfringens; Bacillus cereus,NA,Suspected; Suspected,5,0,0
2001,April,California,Restaurant,NA,NA,NA,NA,NA,5,0,0
2001,April,California,Restaurant,"Beef, Other",NA,NA,NA,NA,7,0,0
2001,April,California,Restaurant,"Rice, Unspecified",Rice,Norovirus genogroup I,NA,Suspected,7,1,0
2001,April,California,Restaurant,Marinara Sauce,NA,NA,NA,NA,9,0,0
2001,April,California,Restaurant; Private Home/Residence,NA,NA,Norovirus genogroup I,NA,Confirmed,27,0,0
2001,April,California,Restaurant,NA,NA,Norovirus genogroup I,NA,Suspected,10,0,0
2001,April,California,Restaurant,"Chicken, Fried",NA,Salmonella enterica,Braenderup,Suspected,11,0,0
2001,April,California,Restaurant,"Oysters, Raw",NA,NA,NA,NA,3,NA,NA
2001,April,California,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,NA,Confirmed,2,0,0
2001,April,California,Child Daycare,NA,NA,Norovirus genogroup I,NA,Suspected,24,0,0
2001,April,California,Nursing Home/Assisted Living Facility,NA,NA,Norovirus genogroup I,NA,Confirmed,22,1,0
2001,April,California,Restaurant,"Steak, Prime Rib",NA,NA,NA,NA,22,0,0
2001,April,California,Private Home/Residence,"Ground Beef, Unspecified",Beef,NA,NA,NA,60,0,0
2001,April,California,NA,NA,NA,NA,NA,NA,30,0,0
2001,April,Colorado,Restaurant; Catering Service,"Sandwich, Deli; Multiple Salads",NA,Norovirus genogroup I,NA,Suspected,12,0,0
2001,April,Connecticut,Religious Facility,NA,NA,Salmonella enterica,Muenchen,Confirmed,8,0,0
2001,April,Florida,NA,"Spaghetti, Unspecified",NA,Salmonella enterica,Unknown,Confirmed,2,1,NA
2001,April,Florida,Restaurant,NA,NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,NA,NA,NA,NA,NA,4,NA,NA
2001,April,Florida,Restaurant,Omelette,NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Grocery Store,"Ground Beef, Other",NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,"Pork, Other",NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,NA,NA,NA,NA,NA,8,NA,NA
2001,April,Florida,Grocery Store,"Deli Meat, Multiple",NA,Norovirus genogroup II,Unknown,Confirmed,9,NA,NA
2001,April,Florida,Restaurant,NA,NA,Norovirus unknown,NA,Suspected,6,NA,NA
2001,April,Florida,Restaurant,"Chicken, Fried",NA,Salmonella enterica,Unknown,Suspected,2,NA,NA
2001,April,Florida,Grocery Store,"Sausage, Italian",NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,"Cheese, Unspecified",NA,Staphylococcus aureus,NA,Suspected,3,NA,NA
2001,April,Florida,Restaurant,"Pizza, Meat",NA,NA,NA,NA,2,1,NA
2001,April,Florida,Restaurant,"Pizza, Meat",NA,NA,NA,NA,3,NA,NA
2001,April,Florida,Restaurant,Chicken Fried Rice,NA,Bacillus cereus,NA,Suspected,2,NA,NA
2001,April,Florida,Nursing Home/Assisted Living Facility,NA,NA,Norovirus genogroup II,Unknown,Confirmed,81,2,NA
2001,April,Florida,Restaurant,NA,NA,Clostridium perfringens,NA,Suspected,5,NA,NA
2001,April,Florida,Restaurant,"Fish, Escolar",NA,Scombroid toxin,NA,Confirmed,3,NA,NA
2001,April,Florida,Private Home/Residence,"Chicken, Casserole",NA,Staphylococcus aureus,NA,Suspected,5,NA,NA
2001,April,Florida,Restaurant,Tuna Steak,NA,Scombroid toxin,NA,Suspected,2,NA,NA
2001,April,Florida,Restaurant,NA,NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,"Chicken, Other",NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,"Fajita, Beef",NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,"Eggs, Unspecified",NA,NA,NA,NA,2,NA,NA
2001,April,Florida,Restaurant,"Pizza, Cheese",NA,Staphylococcus aureus,NA,Suspected,4,NA,NA
2001,April,Florida,Restaurant,"Ground Beef, Hamburger",NA,Staphylococcus aureus,NA,Suspected,2,NA,NA
2001,April,Florida,Restaurant,"Oysters, Raw",NA,Shigella unknown,NA,Confirmed,3,1,NA
2001,April,Florida,Restaurant,"Ground Beef, Cheeseburger",NA,Shigella unknown,NA,Suspected,2,1,NA
2001,April,Florida,Restaurant,"Oysters, Raw",NA,Shigella unknown,NA,Confirmed,3,2,NA
2001,April,Florida,Restaurant,"Lo Mein, Vegetable",NA,NA,NA,NA,9,NA,NA
2001,April,Florida,Restaurant,"Ground Beef, Cheeseburger",NA,NA,NA,NA,5,1,NA
2001,April,Florida,Restaurant,NA,NA,Norovirus unknown,NA,Confirmed,4,1,NA
2001,April,Florida,Restaurant,Mung Bean Sprouts,NA,Salmonella enterica,Enteritidis,Confirmed,35,2,NA
2001,April,Florida,Restaurant,"Fish, Escolar",NA,Scombroid toxin,NA,Confirmed,2,NA,NA
2001,April,Georgia,Restaurant,"Ground Beef, Unspecified",NA,Clostridium perfringens,NA,Confirmed,3,1,1
2001,April,Georgia,School/College/University,NA,NA,Norovirus genogroup I,NA,Confirmed,36,NA,NA
2001,April,Georgia,Restaurant,NA,NA,NA,NA,NA,11,0,0
2001,April,Georgia,School/College/University,Turkey And Stuffing,NA,Staphylococcus aureus,NA,Confirmed,53,2,0
2001,April,Georgia,Office/Indoor Workplace,NA,NA,NA,NA,NA,99,0,0
2001,April,Georgia,NA,NA,NA,Norovirus genogroup I,NA,Confirmed,10,NA,NA
2001,April,Georgia,Restaurant,NA,NA,NA,NA,NA,70,NA,NA
2001,April,Hawaii,Restaurant,"Pork, Bbq",NA,Salmonella enterica,Weltevreden,Confirmed,3,2,0
2001,April,Hawaii,Restaurant,"Fish, Escolar",NA,Scombroid toxin,NA,Confirmed,3,1,0
2001,April,Hawaii,Private Home/Residence,Unknown Fish,NA,Ciguatoxin,NA,Confirmed,4,0,0
2001,April,Hawaii,Private Home/Residence,Unknown Fish,NA,Ciguatoxin,NA,Confirmed,4,0,0
2001,April,Hawaii,Private Home/Residence,"Fish, Palani (Surgeon)",NA,Ciguatoxin,NA,Confirmed,2,0,0
2001,April,Hawaii,Private Home/Residence,"Fish, Roi",NA,Ciguatoxin,NA,Confirmed,3,0,0
2001,April,Illinois,Restaurant,NA,NA,Clostridium perfringens; Bacillus cereus,NA,Suspected; Suspected,10,0,0
2001,April,Illinois,Restaurant,NA,NA,Staphylococcus aureus; Bacillus cereus,NA,Suspected; Suspected,4,0,0
2001,April,Illinois,Restaurant,NA,NA,NA,NA,NA,2,0,0
2001,April,Illinois,Restaurant,NA,NA,Norovirus genogroup I,NA,Suspected,11,0,0
2001,April,Illinois,Restaurant,NA,NA,Salmonella enterica; Salmonella enterica,Enteritidis; Brandenburg,Suspected; Suspected,4,1,0
2001,April,Illinois,Restaurant,"Turkey, Other",NA,Norovirus genogroup II,Other,Confirmed,11,0,0
2001,April,Illinois,Nursing Home/Assisted Living Facility,NA,NA,NA,NA,NA,13,1,0
2001,April,Illinois,Restaurant,NA,NA,Norovirus genogroup I,NA,Suspected,3,0,0
2001,April,Iowa,Nursing Home/Assisted Living Facility,NA,NA,Norovirus unknown,NA,Confirmed,24,0,0
2001,April,Louisiana,School/College/University,"Ground Beef, Other",NA,Clostridium perfringens,NA,Confirmed,49,0,0
2001,April,Louisiana,Restaurant,"Crawfish/Crayfish, Unspecified",NA,NA,NA,NA,11,5,0
2001,April,Maine,Restaurant,"Eggs Benedict; Hollandaise Sauce; Egg-Containing Food, Other",NA,Salmonella enterica,Enteritidis,Confirmed,42,5,0
2001,April,Maine,School/College/University,"Lettuce, Unspecified",NA,Norovirus genogroup I,NA,Confirmed,70,0,0
2001,April,Maine,Private Home/Residence,"Egg-Containing Food, Other",NA,Salmonella enterica,Group B,Confirmed,12,0,0
2001,April,Maryland,Private Home/Residence,"Ice Cream, Homemade",Egg,Salmonella enterica,Enteritidis,Confirmed,3,1,0
2001,April,Maryland,Private Home/Residence,"Chicken, Fried",Chicken,Salmonella enterica,Newport,Confirmed,9,1,0
2001,April,Maryland,Restaurant,Lobster Bisque,NA,NA,NA,NA,4,NA,NA
2001,April,Maryland,Restaurant,"Chicken, Unspecified",NA,Campylobacter jejuni,NA,Confirmed,14,NA,NA
2001,April,Maryland,Restaurant,NA,NA,NA,NA,NA,3,NA,NA
2001,April,Maryland,Restaurant,Greek Salad,NA,NA,NA,NA,2,NA,NA
2001,April,Massachusetts,Restaurant,"Egg-Containing Food, Other",NA,Salmonella enterica,Heidelberg,Confirmed,29,3,0
2001,April,Michigan,Restaurant,"Fish, Escolar",Fin Fish,Histamine,NA,Confirmed,7,3,0
2001,April,Michigan,Restaurant,"Fish, Escolar",Fin Fish,Histamine,NA,Confirmed,9,0,0
2001,April,Michigan,Unknown,NA,NA,NA,NA,NA,5,NA,NA
2001,April,Michigan,Restaurant,"Sandwich, Other Fish",Fin Fish,Scombroid toxin,NA,Confirmed,3,0,0
2001,April,Michigan,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,NA,Confirmed,9,0,0
2001,April,Michigan,Restaurant,NA,NA,Bacillus cereus,NA,Suspected,100,0,0
2001,April,Michigan,Restaurant,NA,NA,NA,NA,NA,2,0,0
2001,April,Michigan,Restaurant,NA,NA,NA,NA,NA,2,0,0
2001,April,Michigan,Restaurant,NA,NA,NA,NA,NA,2,0,0
2001,April,Minnesota,Restaurant,NA,NA,Norovirus genogroup I,NA,Confirmed,5,0,0
2001,April,Mississippi,NA,NA,NA,NA,NA,NA,19,2,0
2001,April,Multistate,Grocery Store,Cantaloupe,NA,Salmonella enterica,Poona,Confirmed,50,9,2
2001,April,Multistate,Restaurant,"Multiple Cheeses, Unpasteurized",Milk,Salmonella enterica,Newport,Confirmed,27,12,0
2001,April,Nebraska,Restaurant,"Deli Meat, Multiple",Pork,NA,NA,NA,51,0,0
2001,April,New Jersey,NA,"Cake, Unspecified",NA,Norovirus genogroup I,NA,Suspected,13,NA,NA
2001,April,New York,Unknown,"Ethnic Style, Unspecified",NA,Salmonella enterica,Muenchen,Confirmed,6,NA,NA
2001,April,New York,Restaurant,"Cheese, Pasteurized",NA,NA,NA,NA,13,0,0
2001,April,Ohio,Restaurant,"Fish, Escolar",NA,Histamine,NA,Confirmed,5,1,0
2001,April,Ohio,Restaurant; Grocery Store,"Deli Meat, Sliced Ham; Deli Meat, Sliced Turkey",NA,Norovirus genogroup I,NA,Suspected,5,0,0
2001,April,Ohio,Grocery Store,"Turkey, Other",NA,Clostridium perfringens,NA,Suspected,3,1,0
2001,April,Ohio,Private Home/Residence,"Ham, Other",Pork,Norovirus genogroup II,Unknown,Confirmed,16,0,0
2001,April,Ohio,Restaurant,"Pizza, Unspecified",NA,Staphylococcus aureus; Bacillus cereus,NA,Confirmed; Confirmed,4,0,0
2001,April,Ohio,Restaurant,NA,NA,Norovirus genogroup I,NA,Suspected,2,0,0
2001,April,Ohio,Catering Service,NA,NA,Norovirus genogroup II,Unknown,Confirmed,18,0,0
2001,April,Ohio,Catering Service,NA,NA,NA,NA,NA,66,1,0
2001,April,Oregon,Unknown,"Noodles, Unspecified",NA,Norovirus genogroup I,NA,Confirmed,16,0,0
2001,April,Oregon,Restaurant,NA,NA,Salmonella enterica,Heidelberg,Confirmed,2,0,0
2001,April,Oregon,Unknown,NA,NA,NA,NA,NA,8,0,0
2001,April,Oregon,Restaurant,Lettuce-Based Salads Unspecified,NA,NA,NA,NA,13,0,0
2001,April,Oregon,Restaurant; Nursing Home/Assisted Living Facility,Cantaloupe,NA,Salmonella enterica,NA,Confirmed,2,0,0
2001,April,Tennessee,Restaurant,"Pork, Bbq",NA,Staphylococcus aureus,NA,Confirmed,34,1,0
2001,April,Texas,Unknown,NA,NA,NA,NA,NA,2,NA,NA
2001,April,Virginia,Restaurant,"Egg-Based Sauce, Other",NA,Salmonella enterica,Enteritidis,Confirmed,231,34,0
2001,April,Washington,Private Home/Residence,Lettuce-Based Salads Unspecified,NA,Norovirus genogroup I,NA,Suspected,5,0,0
2001,April,Washington,Restaurant,"Pad Thai, Unspecified",Chicken,NA,NA,NA,2,0,0
2001,April,Washington,Restaurant,"Sandwich, Other Specialty",NA,NA,NA,NA,2,0,0
2001,April,Washington,Restaurant,"Egg Rolls; Pork, Bbq",NA,NA,NA,NA,4,0,0
2001,April,Washington,Restaurant,NA,NA,NA,NA,NA,3,0,0
2001,April,Washington,Restaurant,NA,NA,NA,NA,NA,13,0,0
2001,April,Washington,Restaurant,NA,NA,NA,NA,NA,2,0,0
2001,April,West Virginia,NA,"Nuts, Almonds",NA,Salmonella enterica,Enteritidis,Confirmed,3,1,0
2001,April,Wisconsin,Restaurant,NA,NA,Norovirus genogroup I,NA,Confirmed,4,0,0
2001,May,California,Restaurant,NA,NA,NA,NA,NA,4,0,0
2001,May,California,Restaurant; Private Home/Residence,"Pasta, Unspecified",NA,NA,NA,NA,8,0,0
2001,May,California,Private Home/Residence,NA,NA,NA,NA,NA,22,0,0
2001,May,California,Restaurant,Potato Salad,NA,NA,NA,NA,14,0,0
2001,May,California,Restaurant,"Mussels, Raw","Mussels, Raw",NA,NA,NA,3,0,0
2001,May,California,Restaurant,Green Salad,NA,NA,NA,NA,6,0,0
2001,May,California,Restaurant,"Sandwich, Turkey",NA,NA,NA,NA,23,0,0
2001,May,California,Restaurant; Grocery Store,NA,NA,NA,NA,NA,16,0,0
2001,May,California,Restaurant,NA,NA,NA,NA,NA,7,0,0
2001,May,California,Unknown,"Taco, Beef",Beef,Clostridium perfringens,NA,Confirmed,35,NA,NA
2001,May,California,Restaurant,Guacamole,NA,NA,NA,NA,5,0,0
2001,May,California,Private Home/Residence,"Pork, Other",NA,Trichinella spiralis,NA,Confirmed,7,1,0
2001,May,California,Restaurant,"Potato, Baked",NA,NA,NA,NA,2,0,0
2001,May,California,NA,"Stew/Chili, Unspecified; Sausage, Unspecified; Hot Dog, Unspecified",Sauces/ Dressings,Bacillus cereus; Clostridium perfringens,NA,Suspected; Suspected,31,0,0
2001,May,California,Catering Service,"Chicken, Unspecified; Green Salad",NA,NA,NA,NA,36,1,0
2001,May,California,Restaurant,"Bread, Unspecified",NA,Norovirus genogroup I,NA,Suspected,5,0,0
2001,May,California,Restaurant; Private Home/Residence,"Cilantro, Unspecified",Spices,Salmonella enterica,Newport,Confirmed,8,3,0
2001,May,California,NA,"Sandwich, Tuna Fish",Fin Fish,Scombroid toxin,NA,Confirmed,2,0,0
2001,May,California,Private Home/Residence; Grocery Store,NA,NA,Norovirus genogroup I,NA,Suspected,10,0,0
2001,May,California,Catering Service,"Punch, Unspecified; Sandwich, Unspecified; Salad, Unspecified",Water Based (Eg. Drink Mix),Norovirus genogroup I,NA,Confirmed,92,0,0
2001,May,Colorado,Restaurant; Catering Service,"Sandwich, Unspecified; Multiple Salads",NA,Norovirus genogroup I,NA,Suspected,9,NA,NA
2001,May,Connecticut,Restaurant,"Steak, Sirloin; Potato, Mashed",NA,Clostridium perfringens,NA,Confirmed,297,0,0
2001,May,Connecticut,Restaurant,"Ribs, Beef",NA,Salmonella enterica,Enteritidis,Confirmed,6,1,0
2001,May,Florida,Restaurant,"Pizza, Meat",NA,NA,NA,NA,3,NA,NA
2001,May,Florida,Restaurant,NA,NA,NA,NA,NA,2,2,NA
2001,May,Florida,Restaurant,"Chicken, Other",NA,NA,NA,NA,3,NA,NA
2001,May,Florida,Restaurant,NA,NA,NA,NA,NA,2,NA,NA
2001,May,Florida,NA,NA,NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,NA,NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,NA,NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,"Shrimp, Fried",NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,"Sandwich, Meatball",NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,"Sandwich, Roast Beef",NA,Staphylococcus aureus,NA,Suspected,2,NA,NA
2001,May,Florida,Restaurant,"Chicken, Other",NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,Potato Skins,NA,Staphylococcus aureus,NA,Suspected,3,NA,NA
2001,May,Florida,Restaurant,"Sandwich, Unspecified",NA,Staphylococcus aureus,NA,Suspected,5,NA,NA
2001,May,Florida,Restaurant,"Seafood Dish, Unspecified; Caesar Salad",NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,NA,NA,NA,NA,NA,28,NA,NA
2001,May,Florida,Grocery Store,"Chicken, Other",NA,Staphylococcus aureus,NA,Suspected,4,NA,NA
2001,May,Florida,Restaurant,"Refried Beans, Unspecified",NA,Clostridium perfringens,NA,Suspected,2,NA,NA
2001,May,Florida,Restaurant,NA,NA,NA,NA,NA,3,NA,NA
2001,May,Florida,Restaurant,Tuna Salad,NA,NA,NA,NA,2,NA,NA
2001,May,Florida,Restaurant,"Mussels, Steamed",NA,Staphylococcus aureus,NA,Suspected,3,NA,NA
2001,May,Florida,Restaurant,"Sandwich, Other Specialty",NA,NA,NA,NA,3,NA,NA
2001,May,Florida,Restaurant,Salad Bar,NA,Staphylococcus aureus,NA,Suspected,6,NA,NA
2001,May,Florida,Restaurant,"Chicken, Fried",NA,NA,NA,NA,8,NA,NA
2001,May,Florida,Restaurant,"Chicken, Nuggets/Fingers",NA,NA,NA,NA,3,NA,NA
2001,May,Florida,Restaurant,NA,NA,NA,NA,NA,3,NA,NA
2001,May,Florida,Restaurant,Salad Bar,NA,Norovirus unknown,NA,Suspected,23,NA,NA
